node,degree_centrality_600,betweenness_centrality_600,closeness_centrality_600,clustering_coefficient_600
Q9H410,0.0021922956467272,1.2224437733831777e-05,0.0004180489077478,0.4332171893147503
Q16560,0.0036016285624804,1.975399159788916e-05,0.0004445448642505,0.5946291560102301
ENSP00000468690,0.0016703204927445,1.1415032981844098e-05,0.0004449713920892,0.4475806451612903
Q8WYB5,0.0020879006159306,9.224570343523852e-05,0.0004515749126769,0.3102564102564102
Q8NCR6,0.0001043950307965,2.307317152220836e-06,0.0003742546969835,0.0
Q96NL8,0.000782962730974,5.232317727814976e-06,0.0003942562306512,0.2476190476190476
Q9H8H2,0.0079340223405365,4.163410984597592e-05,0.0004516241260409,0.6961484837922621
Q92888,0.002557678254515,1.8142276709146905e-05,0.000434164326205,0.369047619047619
O94876,0.000991752792567,2.900211862772029e-05,0.0003975481881778,0.1988304093567251
P21583,0.0073598496711556,0.0005235070218151,0.0004941175116963,0.2168186423505572
Q8TB37,0.0019835055851341,1.976167032839942e-05,0.0004088406457802,0.3669985775248933
Q8NCW0,0.0006785677001774,1.9943227298199443e-08,0.000361880638545,0.8461538461538461
Q9H9E3,0.0057939242092076,0.0001030352025016,0.0004662120438371,0.3682227682227682
Q09MP3,5.219751539826704e-05,0.0,0.0002842511582095,0.0
Q9P244,0.0008351602463722,5.4925944085587374e-06,0.0004094325965312,0.4666666666666667
Q96B97,0.0056895291784111,0.0002284635646329,0.0004778084250956,0.2084607543323139
Q9UK73,0.0020879006159306,9.359012104087118e-05,0.0004387532032671,0.4448717948717948
Q5PRF9,0.0004697776385844,2.155598117923376e-06,0.0003903877028428,0.1111111111111111
Q8TB72,0.0027142708007098,8.175601117713881e-05,0.0004488293298259,0.1184012066365007
O95231,0.0013571354003549,3.615641726488588e-05,0.0004463215338002,0.28
Q02446,0.0006263701847792,3.259583037042257e-06,0.0003720853830561,0.1363636363636363
P16520,0.0123708111493892,0.0005551625107814,0.0005164452029794,0.1848673389115354
A0FGR8,0.000782962730974,1.2127464105189696e-05,0.0004053304542194,0.238095238095238
A0PK05,0.0003131850923896,3.5471404264098075e-05,0.0003164894927026,0.2
Q16647,0.0013049378849566,2.7907738237583663e-05,0.0004112164276519,0.3233333333333333
Q92629,0.0014615304311514,1.418249014309499e-05,0.0003975553246301,0.5026455026455027
P11171,0.0024532832237185,0.0002042684801174,0.0004450459157467,0.0897317298797409
Q2M385,0.0012005428541601,3.5539988240234977e-06,0.0004184438262993,0.375494071146245
Q9Y5G1,0.0,0.0,0.0,0.0
Q8N8U2,0.0004175801231861,3.236679497452223e-06,0.0004027427571649,0.2857142857142857
Q9BRF8,0.0007307652155757,1.6743426149520645e-05,0.0003996244546022,0.0549450549450549
Q15434,0.0003653826077878,5.312632153706279e-06,0.0003910955718793,0.0952380952380952
Q69YW2,5.219751539826704e-05,0.0,0.0002612498805403,0.0
D6RCP7,0.0010961478233636,6.64591139813585e-08,0.000404119203497,0.9809523809523808
Q96DY2,0.0008351602463722,9.410556222806236e-06,0.0003570704898283,0.375
Q92673,0.0027142708007098,4.896497915649416e-05,0.0004516903216745,0.1870286576168929
Q86VH5,0.0003131850923896,1.0078747425619749e-05,0.0003451509632412,0.0666666666666666
Q9BRA0,0.0044367888088526,0.0004331473658836,0.0004499613179906,0.4509803921568627
P43251,0.0007307652155757,8.0974679247573e-06,0.0003863256837379,0.1758241758241758
Q8IXQ8,5.219751539826704e-05,0.0,0.0003560229931364,0.0
Q96FA3,0.000991752792567,4.434530429445244e-06,0.000404273815934,0.5906432748538012
Q52LJ0,0.0008873577617705,3.707924496334618e-05,0.0003774836790219,0.3088235294117647
Q9P278,0.0021400981313289,1.1348293936467792e-05,0.0004190902843861,0.7390243902439024
Q9H3H1,0.0019313080697358,8.430054216023887e-05,0.0004243986190397,0.1651651651651651
P09681,0.0038626161394717,4.936374767921575e-05,0.0004551980204324,0.2532395409107738
Q9BRR3,0.0001043950307965,6.342151298009474e-08,0.0003400197503464,0.0
O15119,0.0017225180081428,4.089531490612161e-05,0.0004341918543251,0.1704545454545454
Q96M98,0.0010961478233636,0.0001201550212417,0.0003901818209747,0.1095238095238095
Q9UKY1,0.0005219751539826,1.0373229790371331e-06,0.0004115576310384,0.1333333333333333
Q9NS66,0.0002609875769913,1.532183763207556e-06,0.0003585668186053,0.0
Q6P6C2,0.0018791105543376,0.0001023615766102,0.0004229800963846,0.2539682539682539
Q18PE1,0.0012005428541601,4.1137398406334e-05,0.0004057043398271,0.2490118577075099
Q969E8,0.0074642447019521,5.456760051980952e-05,0.0004533665493548,0.6486752683935783
Q9UL12,0.0016181229773462,2.2098497350450623e-05,0.0004048361845011,0.3247311827956989
Q8NGA5,0.0006263701847792,1.599525910198628e-05,0.0004448365989196,0.3939393939393939
Q9H477,0.0022966906775237,8.410780920944885e-05,0.0004207189834011,0.1458773784355179
P51690,0.0006263701847792,7.533205449486561e-06,0.0003696181516097,0.1363636363636363
Q92968,0.0044367888088526,0.0001662301571141,0.0004701721123442,0.4240896358543417
O43559,0.0016181229773462,9.666961257096696e-06,0.0004184289148334,0.556989247311828
MS4A4E,0.0001043950307965,0.0,0.0003080204536938,0.0
Q6VY07,0.0006785677001774,1.3522247384598094e-05,0.0004126923612213,0.1025641025641025
Q13255,0.0048543689320388,0.0001664482906991,0.0004728410610272,0.1863020102851799
P30874,0.0008873577617705,6.199846414492812e-06,0.0004006685826356,0.1838235294117647
P29016,0.0024010857083202,2.0673371811618e-05,0.0004432651205214,0.5603864734299517
Q96MV8,0.0004697776385844,9.96394342154418e-06,0.0003985863379323,0.3611111111111111
Q16651,0.0006263701847792,9.06425845473811e-06,0.0003722927976949,0.1818181818181818
Q8NH00,0.0006785677001774,5.39364805986507e-05,0.0004462919846856,0.3333333333333333
Q9UM63,0.000991752792567,1.874385583813278e-05,0.0004203313925014,0.391812865497076
P11310,0.0037060235932769,3.880236771961628e-05,0.0004559990654938,0.2197183098591549
O15511,0.0032884434700908,6.361018833721447e-05,0.000466174656457,0.4126984126984127
O43665,0.0014615304311514,1.1219982267026216e-06,0.0004156214113111,0.7222222222222222
P26717,0.0030274558930994,2.3556583867452893e-05,0.0004584522717906,0.44162129461585
Q27J81,0.0014093329157532,5.661406322700418e-05,0.0004358223012546,0.2507122507122507
Q86Y97,0.0009395552771688,2.695220770513148e-06,0.0004057627357032,0.3790849673202614
Q9H0H0,0.0036016285624804,0.0003035915237441,0.0004577641554471,0.3516624040920716
Q96PX1,0.0005741726693809,9.742253631008303e-06,0.000374850833346,0.2909090909090909
Q7L211,0.0004175801231861,7.835580229981185e-06,0.0003519817383044,0.0357142857142857
Q13228,0.002348888192922,0.0005173183607328,0.0004431568839788,0.105050505050505
H0Y8V1,0.0003131850923896,2.138300758137654e-07,0.0003575383051882,0.5333333333333333
MTRNR2L8,0.0002609875769913,7.482594314765247e-05,0.000278876445632,0.3
Q13467,0.0052197515398267,0.0001880350811798,0.0004624494982751,0.2874747474747475
Q9NZK7,0.0034972335316838,2.8426352483124823e-05,0.0004524036553521,0.4369063772048847
Q14166,0.0018269130389393,0.0003306696664589,0.0004402470519944,0.1361344537815126
P17032,0.0,0.0,0.0,0.0
P19113,0.0012527403695584,2.9480760189784967e-05,0.0004021985266113,0.0978260869565217
Q9BQI0,5.219751539826704e-05,0.0,0.0003567643370778,0.0
Q8NEG4,0.0006263701847792,8.058073022493114e-06,0.0003870961329646,0.2424242424242424
Q13946,0.0026098757699133,4.926351385607738e-06,0.0004207610604385,0.6546938775510204
Q6QHF9,0.003340640985489,8.387435071756827e-05,0.0004204121537024,0.5203373015873016
Q9BPW4,5.219751539826704e-05,0.0,0.0003415597913192,0.0
P41594,0.0053763440860215,0.0001561837493458,0.0004781280527015,0.1580049495526365
Q8IXI2,0.0018791105543376,4.543861057231047e-05,0.0004127714169278,0.2507936507936508
Q9BYQ9,0.0,0.0,0.0,0.0
Q8NEP3,0.001774715523541,2.057878512469176e-05,0.0003966639866604,0.6934046345811051
Q7L0X0,0.0004697776385844,1.8985831042701352e-05,0.0003863684256897,0.1944444444444444
Q92558,0.003340640985489,4.7671310109494695e-05,0.0004464057899561,0.3482142857142857
Q969I6,0.0006263701847792,1.5217102293733754e-05,0.0003885070117907,0.106060606060606
O15079,0.0010439503079653,1.3257810044705233e-05,0.0004243137856058,0.1947368421052631
O60308,0.0007307652155757,0.0001073883667789,0.0003787190801973,0.0769230769230769
Q9Y5H9,5.219751539826704e-05,0.0,0.0003344973269962,0.0
Q02833,0.000991752792567,1.967941939205193e-05,0.0004118688845955,0.1228070175438596
Q9H8Y8,0.0020357031005324,2.143423747786651e-05,0.0004490027700686,0.2685560053981106
Q9H5J8,0.004697776385844,2.90659898666771e-05,0.0004789590772071,0.5128589263420724
Q96BP3,0.0026098757699133,0.0001556593141555,0.0004189146721927,0.6653061224489796
Q4G0W2,0.0003653826077878,1.3832323159217922e-06,0.0003566635841735,0.4285714285714285
Q9H8M9,0.0005219751539826,4.487948530130221e-06,0.0003812893554923,0.1111111111111111
Q14674,0.0087169850715105,0.0001502948238446,0.0004668565295524,0.37205107856576
P16871,0.0089779726485019,0.0002020425369037,0.0004818010993987,0.2280701754385964
Q9C0A1,0.0002609875769913,6.393193199525995e-06,0.0003863216436913,0.1
Q9NX55,0.0008351602463722,3.096655593089818e-05,0.0003945805311108,0.175
OPN1SW,0.0019313080697358,4.870575397369608e-05,0.000425173149816,0.4564564564564564
Q8IV03,0.0,0.0,0.0,0.0
Q5VYY2,0.0001565925461948,1.1719647688436474e-06,0.0003496091106772,0.0
P42658,0.0015137279465497,3.193198304238836e-05,0.0004144917718861,0.2635467980295566
Q6P444,0.0008351602463722,2.365833778465576e-06,0.000403866793127,0.8166666666666667
Q9ULV4,0.0009395552771688,5.007173083033683e-05,0.0004337443271749,0.196078431372549
Q99705,0.0016703204927445,0.0003272321389654,0.0004199674088264,0.1451612903225806
Q9BUR4,0.003131850923896,4.160309131939712e-05,0.0004600891806766,0.2649717514124294
Q92563,0.0004175801231861,3.888340954369321e-06,0.00037686780403,0.0357142857142857
Q8NCR3,0.0001043950307965,0.0,0.0003092136313169,1.0
Q96GT9,0.0001565925461948,0.0,0.0002798093992087,0.3333333333333333
Q8NGL2,0.0006785677001774,2.039290213708664e-05,0.0004471302529789,0.3461538461538461
Q502W6,0.0,0.0,0.0,0.0
Q9Y2Q9,0.0046455788704457,6.335706569887089e-07,0.000389086075552,0.9374361593462716
Q96PH1,0.0010439503079653,7.588570145156342e-06,0.000423824752468,0.6
Q9NRB3,0.0011483453387618,9.625676294179516e-06,0.000386454765097,0.4805194805194805
EIF2S3L,0.0028708633469046,3.934780163777829e-06,0.0004365232711402,0.569023569023569
Q8IX90,0.0044889863242509,1.1756796019639196e-05,0.0004463777498314,0.7466484268125855
O43615,0.0039670111702682,0.0002212640850306,0.0004592498386071,0.2571929824561403
Q9Y3P8,0.000208790061593,8.554391134146651e-07,0.0003915676964794,0.5
Q12981,0.0042279987472596,0.0001035936938856,0.0004483026225765,0.3978395061728395
Q9NS93,0.0004175801231861,1.4202949537464236e-05,0.000372203587723,0.1071428571428571
P28221,0.0018791105543376,1.917377275565293e-05,0.0004437218051862,0.3095238095238095
Q9Y2T3,0.0013049378849566,1.900762548754208e-05,0.0004248575675226,0.1333333333333333
Q9UHY7,0.0013049378849566,2.4109997385876125e-05,0.0004073694074424,0.0666666666666666
Q9BSD7,0.0027664683161081,0.000155891990629,0.0004302752020568,0.3388969521044992
O75443,0.0004175801231861,1.4528831091927792e-05,0.0003556964882386,0.0714285714285714
P20618,0.0073076521557573,0.0001246470967663,0.0004805269861386,0.4196300102774923
O15481,0.0001043950307965,1.5464250480115913e-05,0.0003599322078855,0.0
Q6NSX1,0.0004175801231861,3.837355917490996e-06,0.000343746069902,0.2857142857142857
LRRC53,0.0,0.0,0.0,0.0
Q7Z5A7,0.0001043950307965,2.996492212956714e-08,0.0003426870618353,0.0
Q9H7R5,5.219751539826704e-05,0.0,0.0002868805260519,0.0
P15924,0.0020879006159306,6.590353125971928e-05,0.0004427111408578,0.2807692307692307
Q6ZVW7,5.219751539826704e-05,0.0,0.0003193212433322,0.0
P63098,0.0053241465706232,7.949802266661127e-05,0.000471546346975,0.2166569598136284
O14795,0.0035494310470821,9.410906489204628e-05,0.0004364073769261,0.2453906935908691
P22891,0.0013049378849566,1.2836404155255609e-05,0.0003998532636902,0.5833333333333334
Q9NV66,0.0007307652155757,1.3710073859301974e-05,0.0004023968997508,0.2637362637362637
Q8TAA1,0.0002609875769913,2.502985603011111e-05,0.0003222187459645,0.3
Q2T9J0,0.0031840484392942,3.403435871611306e-05,0.0004101450899609,0.6076502732240437
Q9NPR9,0.000208790061593,6.657465571525398e-05,0.0003654258636392,0.0
Q02543,0.0134147614573546,0.0001984437585429,0.0004864610323375,0.46875
Q03924,0.0003131850923896,5.744795946674986e-09,0.000344570334293,0.4
O75445,0.0022966906775237,7.593773711562127e-05,0.0004262868528119,0.2283298097251585
O60232,0.0015137279465497,4.59000266218747e-05,0.0004422608771752,0.2216748768472906
Q9H3Z7,0.0003653826077878,8.804846500606501e-07,0.0003241808940981,0.238095238095238
Q9Y3B7,0.0121620210877962,0.0006234804997882,0.000473450566786,0.4745079177149622
Q13591,0.0031840484392942,6.881355815350141e-05,0.0004286192448149,0.4092896174863388
Q5SQI0,0.0005219751539826,4.328280719979211e-05,0.0004086113644282,0.1777777777777777
Q53H12,0.0049065664474371,0.0003328229508542,0.0004953295063735,0.3337908945321436
Q14CN4,0.000208790061593,8.595827785869253e-06,0.0003386990053393,0.3333333333333333
Q9BUY5,5.219751539826704e-05,0.0,0.0003284808840056,0.0
P22310,0.0036016285624804,1.1130771443548716e-05,0.0004210680591519,0.2728047740835465
Q9C0C4,0.0006263701847792,3.8417981572452256e-06,0.000416740097486,0.2272727272727272
Q9H0N5,0.0005741726693809,9.48026508798672e-06,0.0003640131586738,0.2727272727272727
P15735,0.0014093329157532,9.714058989481006e-06,0.0004350276876101,0.5783475783475783
Q06787,0.0053763440860215,0.0005776303997864,0.0004936543276062,0.1107938320959451
Q92526,0.0052197515398267,8.67939874293856e-05,0.0005005730265993,0.2256565656565656
P11511,0.0039670111702682,0.0002316149767763,0.0004737708071688,0.2649122807017544
P17025,0.0004175801231861,3.47040744699402e-05,0.0003877508061497,0.0714285714285714
Q86XA9,0.0002609875769913,1.294564073203917e-05,0.0003754530700864,0.2
Q9H0M4,0.0013049378849566,1.5601773055513336e-05,0.0004200728199979,0.49
Q14694,0.0030274558930994,0.0001041023046101,0.0004705479604981,0.2401693889897156
O95881,0.0028708633469046,0.0001178481407021,0.0004404264838001,0.2377104377104377
Q8NEG0,0.0,0.0,0.0,0.0
Q9Y234,0.0015137279465497,3.502276761638364e-05,0.0003873343515958,0.3325123152709359
Q0VG99,0.0005741726693809,3.7432769474764015e-06,0.0003675464074089,0.2909090909090909
Q5SNV9,0.0003131850923896,8.239409776050945e-06,0.0003630463224797,0.2666666666666666
Q9BXJ1,0.000208790061593,3.132212303733635e-06,0.0003556706213394,0.0
Q8TBC5,0.0004175801231861,2.873958745352164e-06,0.0003100687184067,0.5714285714285714
Q01860,0.010752688172043,0.0014728869786112,0.0005176020862357,0.1185886810324414
P29536,0.0016703204927445,4.977396856558356e-06,0.0004273124816962,0.5806451612903226
O95166,0.006263701847792,0.0004816800604547,0.0004642465731109,0.1740896358543417
P02652,0.0063158993631903,0.0002928501166648,0.0004598086331497,0.2287878787878788
Q5T1Q4,0.0006263701847792,2.5319585131214727e-05,0.0003826701473402,0.0151515151515151
Q9H8H3,0.0001043950307965,9.99266727084492e-07,0.0003305184783505,0.0
Q10586,0.0008351602463722,5.953038177283781e-06,0.0003993094020457,0.4916666666666666
Q8NEK8,0.0010439503079653,9.91445075041998e-05,0.0003933626696338,0.1052631578947368
P26718,0.0040714062010648,0.0001236682336306,0.0004571986564023,0.3466533466533466
C9orf139,0.0,0.0,0.0,0.0
P07954,0.0063158993631903,0.0004503871385718,0.0004753095117962,0.2023415977961432
Q9ULH4,0.0007307652155757,6.183892533758283e-05,0.000394199755926,0.3956043956043956
Q99489,0.0027142708007098,4.8457154977922165e-05,0.0004138254783022,0.7805429864253394
Q8WU67,0.0006785677001774,5.9206268728372646e-05,0.0003809056629285,0.1538461538461538
Q16854,0.0029752583777012,6.819269037163956e-05,0.0004420856359234,0.2299498746867168
Q96P48,0.001565925461948,4.146237550377292e-05,0.0004344148712328,0.1333333333333333
Q6UWX4,5.219751539826704e-05,0.0,0.0003171563503457,0.0
P01571,0.0036016285624804,4.95210490879996e-05,0.0004620753697684,0.3060528559249786
P0DMV1,0.000782962730974,4.718584101805729e-06,0.0003761738926785,0.8666666666666667
Q562R1,0.0004175801231861,5.061696461378917e-06,0.0003893091995694,0.3571428571428571
Q7LGA3,0.001774715523541,6.479159863682696e-06,0.0003753754540233,0.6203208556149733
Q8NFZ8,0.0003653826077878,3.126513169988588e-06,0.0004112978442143,0.2857142857142857
B3KS81,5.219751539826704e-05,0.0,0.0003481204215253,0.0
Q15005,0.0017225180081428,5.499641008746492e-05,0.0004202520895811,0.1704545454545454
Q6STE5,0.0062115043323937,0.0001437105412854,0.00047337039387,0.2287423443953852
Q8TC29,0.0008351602463722,5.004293216776002e-05,0.000408926841479,0.1083333333333333
C9JR72,0.0015137279465497,9.984601558612893e-06,0.0004330775670618,0.4532019704433497
Q2M2W7,0.0,0.0,0.0,0.0
Q86VD7,0.0005741726693809,6.00549296603691e-06,0.0003697670583131,0.2
Q9UBP6,0.0062115043323937,0.0002819708442596,0.0004577142105651,0.3166215638797892
Q96H12,0.0004697776385844,4.617049227542672e-05,0.0003793468972677,0.1388888888888889
Q9NXG0,0.002348888192922,8.17992008992354e-05,0.0004397308420393,0.1858585858585858
Q9HAK2,0.0005219751539826,1.2331480128459117e-05,0.0004027933351164,0.1777777777777777
P98095,0.0014615304311514,1.556543809896438e-05,0.0004014203902639,0.2539682539682539
P50221,0.0004697776385844,5.051060222334233e-05,0.0003582814240589,0.0833333333333333
P08253,0.0080384173713331,0.0003261819257693,0.000504070317501,0.1975214328155504
Q3LI63,0.000782962730974,0.0051559051289167,0.0002945619527497,0.5142857142857142
P12318,0.006263701847792,0.0001055840089938,0.0004734265500591,0.2473389355742297
Q6ZQQ2,0.0003131850923896,2.216088070363244e-06,0.0003409452794542,0.2
Q6ZRK6,0.0006785677001774,0.0001049684736276,0.0003832363452958,0.1025641025641025
Q3MJ62,0.0003653826077878,3.44599946211887e-05,0.0003517668687747,0.0476190476190476
A8MQ27,0.0012527403695584,8.131765345541716e-05,0.0004225291883404,0.358695652173913
A6NFN9,0.0003653826077878,2.1939713200822704e-05,0.0003958009814915,0.3333333333333333
Q5VZE5,0.0015137279465497,9.957483015598344e-05,0.0004065322593424,0.1551724137931034
Q99678,0.0003653826077878,5.149797169695086e-05,0.0003406080444618,0.0952380952380952
Q03135,0.0128927863033719,0.0015557017680395,0.0005201074470092,0.0962772785622593
Q9H3N1,0.0009395552771688,4.586541900272466e-05,0.0004113609694878,0.1111111111111111
Q9BRJ6,0.0012005428541601,1.971464351819863e-07,0.0004012925133033,0.9090909090909092
O95178,0.005480739116818,3.964453690458495e-05,0.0004600471472925,0.6562271062271062
Q03692,0.0016181229773462,1.4660209354692138e-05,0.0004225940221339,0.2473118279569892
Q9Y371,0.0019835055851341,0.0001024334257906,0.0004434735053061,0.096728307254623
Q9H501,0.0089257751331036,0.0001568905586711,0.0004546416900856,0.5826625386996904
Q8N1S5,0.0012527403695584,6.695691710398739e-06,0.0003613853893337,0.6159420289855072
B0I1T2,0.0013049378849566,0.0006625602545671,0.0004449377700479,0.07
Q6P5Q4,0.0010961478233636,0.0001142235380875,0.0004019117078722,0.2619047619047619
Q8NB37,0.0003131850923896,4.418181054111206e-06,0.0003509226315098,0.2
P78386,0.0,0.0,0.0,0.0
Q9HCN4,0.001565925461948,8.463302295670299e-06,0.0004380360915118,0.335632183908046
Q96GX8,0.0003653826077878,2.311353340692956e-06,0.0003850533882826,0.238095238095238
Q9NPF2,0.0010961478233636,1.1810164444985737e-06,0.0003596446731085,0.6238095238095238
