node,biogrid_degree_centrality,biogrid_closeness_centrality,biogrid_betweenness_centrality,string_degree_centrality,string_closeness_centrality,string_betweenness_centrality,intact_degree_centrality,intact_closeness_centrality,biogrid_clustering_coefficient,intact_clustering_coefficient,string_clustering_coefficient
Q8TAS1,0.000421215,0.271464507,9.22e-07,0.025785573,0.002974606,4.41e-05,0.000269778,0.741203683,0.0952380952380952,0.0952380952380952,0.1576730091729558
Q5VV41,0.000608422,0.298454038,6.54e-06,0.04264537,0.003076436,8.44e-05,0.000239803,0.77289727,0.0226244343891402,0.0745967741935483,0.1775325797393621
Q9H3S7,0.000327612,0.304407605,3.67e-07,0.082837457,0.003207669,0.000360683,0.000359704,0.8276142,0.0767195767195767,0.0647163120567375,0.1240501521266342
Q9NUG6,0.00083073,0.500560249,2.07e-06,0.016233427,0.002774299,1.1e-05,0.000232309,0.756957294,0.2291483757682177,0.2516129032258064,0.1291567264806555
Q15742,0.000444616,0.297557684,1.77e-06,0.02667293,0.002950425,1.46e-05,0.000577025,0.680435673,0.0284495021337126,0.086807928913192,0.1331031042554007
Q9NVD7,0.000245709,0.511307624,4.18e-07,0.03382399,0.002970665,6.75e-05,0.000262284,0.827367616,0.0571428571428571,0.0890756302521008,0.1500467494800313
Q9Y2Q5,0.000643523,0.31231264,5.07e-06,0.029752584,0.002898713,5.15e-05,0.000172358,0.81321371,0.1373737373737373,0.3557312252964427,0.1535658125982795
Q8N0Z6,0.000386114,0.463195115,1.22e-06,0.011222466,0.002618041,8.61e-06,0.000224815,0.730519403,0.106060606060606,0.0827586206896551,0.1610084764181699
Q93009,0.001345549,0.526023527,0.00016868,0.081480322,0.003114808,0.000152244,0.001978373,0.897137832,0.0154080854309687,0.0245419979260283,0.1983976412227533
Q58WW2,0.000631823,0.288750468,7.28e-06,0.092911577,0.003205891,0.000551537,0.000179852,0.75622344,0.0041928721174004,0.0942028985507246,0.085402100662536
O14715,0.000573321,0.290719152,9.2e-06,0.027508091,0.002942232,6.25e-05,0.000217321,0.744485746,0.0272108843537414,0.1009852216748768,0.1590536864813385
Q9BQE9,0.000666924,0.29664451,2.75e-06,0.010857083,0.002643659,2.49e-06,0.000314741,0.7747938,0.0864661654135338,0.0615563298490127,0.1309921962095875
Q9NVS2,0.001322148,0.305009742,4.04e-07,0.033041027,0.002856034,4.47e-05,0.000262284,0.830719793,0.5334620334620335,0.3428571428571428,0.2715469834223208
Q9P0J1,0.000807329,0.301767782,4.53e-06,0.046194801,0.003070616,2.44e-05,0.000172358,0.742252276,0.1359761295822676,0.0395256916996047,0.187442799805711
P17706,0.000713726,0.505640588,6.92e-06,0.064359536,0.00312523,0.000267371,0.000179852,0.753852487,0.2103825136612022,0.0471014492753623,0.1607419344645622
Q8WUE5,0.000210608,0.295274415,1.17e-07,0.031840484,0.002971024,7.34e-05,0.000337223,0.706105814,0.0326797385620915,0.0363636363636363,0.2084793668739401
Q15388,0.000409515,0.596407259,7.76e-06,0.074485854,0.003126611,0.00013944,0.001169038,0.866612672,0.0588235294117647,0.0267990074441687,0.1787840397227974
Q6IAA8,0.007441469,0.314115065,0.000288403,0.019626266,0.002816736,4.32e-07,0.000464618,0.840119314,0.0349031842717773,0.0772078265468006,0.182468085106383
Q9HBV2,0.000982835,0.299451208,4.99e-06,0.018373525,0.002706231,2.39e-05,0.00054705,0.724477765,0.0080321285140562,0.0106544901065449,0.0953930328930328
Q9Y5J3,0.000257409,0.288408521,6.04e-06,0.049013467,0.003019884,4.41e-05,0.000142383,0.687306317,0.0562770562770562,0.0409356725146198,0.2703347706924074
O14531,0.000444616,0.301760899,3.85e-06,0.02667293,0.002947064,2.36e-05,0.000187346,0.732618051,0.0711237553342816,0.0666666666666666,0.1639000805801772
O43809,0.000959435,0.602944069,7.44e-05,0.050370602,0.002982523,2.1e-05,0.001086606,0.893330815,0.2008431195423065,0.0493295019157088,0.3050179519704168
Q8N1G0,0.000421215,0.293142221,3.5e-06,0.01555486,0.002841117,4.24e-06,0.000344716,0.799580293,0.0809523809523809,0.0879227053140096,0.2201658644611664
P20036,0.001322148,0.310640703,1.8e-05,0.035911891,0.002878448,3.77e-05,0.000509581,0.726386645,0.0097977243994943,0.0083406496927129,0.24095325141329
P42336,0.000386114,0.59028052,1.09e-05,0.138740996,0.003241225,0.000358793,0.000696927,0.828435712,0.0387096774193548,0.0402057035998129,0.1619558823987519
Q9NSD9,0.000315911,0.50198873,4.66e-07,0.060183735,0.003049256,5.95e-05,0.000299753,0.851022313,0.0333333333333333,0.1064102564102564,0.213880456779416
O15372,0.000795629,0.60370981,8.98e-06,0.058774402,0.003056454,9.43e-05,0.000809334,0.860517588,0.0463768115942029,0.138975424022153,0.2496514702980067
Q96CP6,0.001404051,0.274149901,1.42e-05,0.011483453,0.002723479,3.26e-05,0.000232309,0.843280535,0.1289915966386554,0.0623655913978494,0.1091324200913242
P62937,0.000854131,0.602808891,0.00032213,0.098496712,0.003200455,0.000112734,0.000891767,0.861854417,0.0890410958904109,0.0632388548639795,0.2085126733620277
P54219,0.000737127,0.310483025,3.07e-06,0.02583777,0.002944301,3.87e-05,0.000344716,0.714263584,0.0066564260112647,0.0057971014492753,0.1415531836584468
P52306,0.00081903,0.472395026,7.39e-06,0.020670216,0.002833985,2.06e-05,0.000389679,0.847619393,0.0140786749482401,0.035444947209653,0.1171845032604526
O75781,0.000503118,0.263680876,3.5e-06,0.017068588,0.002855196,1.11e-05,0.000187346,0.828325633,0.1373200442967884,0.0533333333333333,0.1598093844393163
Q9UL03,0.000292511,0.499110556,5.52e-07,0.022392734,0.002866519,6.55e-06,0.000142383,0.751225782,0.0,0.1929824561403508,0.1613620024834978
Q9NR55,0.000351013,0.288769807,3.54e-06,0.031109719,0.002962885,1.18e-05,0.000412161,0.743531451,0.0597701149425287,0.0915824915824915,0.2940894478596808
P43243,0.000409515,0.532369784,1.61e-06,0.063889759,0.003043207,0.000103594,0.001708595,0.912470805,0.06890756302521,0.0927428703918386,0.2499959918554502
P04632,0.000397814,0.510109932,6.37e-06,0.030796534,0.00300764,2.37e-05,0.000337223,0.759551016,0.0837789661319073,0.0454545454545454,0.1815890190210353
Q8WWV3,0.000631823,0.276506447,3.02e-07,0.028030066,0.002949721,5.76e-05,0.000284766,0.776710721,0.4640111809923131,0.0341394025604551,0.181988104171878
Q92878,0.000807329,0.604026922,8.76e-06,0.044837666,0.002988283,3.54e-05,0.000636976,0.91886352,0.0115089514066496,0.0787114845938375,0.2316131675852281
Q6NUN9,0.000210608,0.269468279,5.4e-07,0.030535547,0.002890511,3.76e-05,0.000277272,0.766264047,0.0392156862745098,0.0135135135135135,0.1789134761737501
Q4U2R6,0.00139235,0.309514961,3.12e-06,0.025681178,0.002858541,9.4e-06,0.000179852,0.742215845,0.4421022646346674,0.4528985507246377,0.287293229347772
Q9NP50,0.000339312,0.289595542,1.16e-05,0.013988934,0.002804887,1.52e-05,0.000554544,0.799613783,0.0394088669950738,0.0740466493891151,0.1403655877913801
Q01167,0.00084243,0.286365376,2.22e-05,0.046716776,0.003069391,7.81e-05,0.001019162,0.833723606,0.0203442879499217,0.0632897603485838,0.1774461649981878
Q9Y2X8,0.000491418,0.271635786,2.99e-06,0.048491492,0.003082266,4.05e-05,0.000771865,0.72465101,0.024390243902439,0.02170188463735,0.2052424742956831
Q15058,0.001041338,0.271382784,6.52e-06,0.131328949,0.003078213,0.000757146,0.000524569,0.85633881,0.0376290376290376,0.0633540372670807,0.1308836962327782
Q4VCS5,0.001860367,0.602477389,3.18e-05,0.034920138,0.00295864,7.09e-05,0.000726902,0.859121588,0.0523047528063052,0.0614261168384879,0.1591033180276219
Q8WU79,0.000456316,0.582724085,3.16e-06,0.031370707,0.003015733,7.83e-06,0.000247297,0.840742718,0.1133603238866396,0.1136363636363636,0.199822518025513
O60637,0.001029637,0.303295919,6.41e-06,0.022027351,0.002876644,1.75e-05,0.000374692,0.728090349,0.0433646812957157,0.0277551020408163,0.1410543616530265
Q00577,0.001064738,0.389460187,1.5e-06,0.03549431,0.003027776,2.75e-05,0.000382186,0.810018667,0.282051282051282,0.0917647058823529,0.1789786017499783
O43752,0.004364258,0.287351056,6.43e-05,0.044472283,0.002986392,0.000103026,0.000636976,0.847076416,0.0690708870247052,0.1263305322128851,0.1668349304601601
Q9BTT0,0.000351013,0.553686798,4.15e-07,0.037791001,0.003010671,8.08e-05,0.000412161,0.785275653,0.167816091954023,0.101010101010101,0.2036060613007496
O43597,0.000234008,0.296022075,1.91e-06,0.039095939,0.002968568,7.97e-05,0.000771865,0.752451569,0.031578947368421,0.0879497430039977,0.2299036861983536
Q13620,0.00054992,0.540787041,4.11e-06,0.087326443,0.003145711,0.000184455,0.003020016,0.932247435,0.0471785383903792,0.040689850993173,0.1684815404811
Q9NVC6,0.001251945,0.298005542,1.03e-05,0.035024533,0.002942802,4.56e-05,0.000539556,0.841400885,0.046382189239332,0.2413928012519561,0.2304379740641057
P11177,0.001801865,0.603381712,8.04e-06,0.064829314,0.003057629,0.00021966,0.00044963,0.892166077,0.280791104320516,0.1056497175141242,0.2069392378750189
Q02383,0.000643523,0.272798696,6.2e-05,0.012527404,0.002671734,2.69e-06,0.000202334,0.736757891,0.0565656565656565,0.0085470085470085,0.1163877266387726
P04406,0.000702025,0.555270331,7.33e-06,0.388192922,0.003451495,0.005558353,0.001776039,0.880650589,0.0762711864406779,0.0475935064006293,0.0862922567859422
Q9Y4B4,0.000210608,0.505303255,8.87e-07,0.042540975,0.003037908,2.55e-05,0.000374692,0.799484445,0.0261437908496732,0.0465306122448979,0.2642830225652312
P15884,0.000409515,0.291937329,8.45e-06,0.054337614,0.003073196,9.52e-05,0.001865965,0.78022624,0.0991596638655462,0.0114328280865397,0.2319034951599793
O43464,0.000620122,0.555021084,1.12e-05,0.054389811,0.003099938,4.28e-05,0.00183599,0.831863165,0.0943396226415094,0.01706256273001,0.1902902310453738
Q15198,0.000198907,0.278879834,1.5e-06,0.025315795,0.002973278,9.47e-06,0.000179852,0.709146339,0.0367647058823529,0.0072463768115942,0.1239413819545028
O75173,0.000643523,0.307609722,1.93e-06,0.034084978,0.002975292,2.43e-05,0.000202334,0.798398658,0.0404040404040404,0.0398860398860398,0.240278469358036
O15446,0.004949279,0.603802784,9.84e-05,0.019260883,0.002807732,2.64e-05,0.000172358,0.797727266,0.0345310521775178,0.2213438735177865,0.223606692588665
Q92561,0.000421215,0.280066299,0.000108242,0.053711243,0.003028174,0.000143276,0.000224815,0.734934558,0.0079365079365079,0.0091954022988505,0.3199377583162225
O75665,0.000865831,0.273504611,5.37e-06,0.031422904,0.002831763,2.78e-05,0.002158225,0.888006933,0.0692336171788226,0.055821718931475,0.15945738276737
O60216,0.000737127,0.590489513,9.34e-06,0.08424679,0.003121605,0.000243405,0.000569532,0.865992063,0.0245775729646697,0.0901754385964912,0.2035129688996851
O75386,0.000795629,0.295903819,1.16e-05,0.031788287,0.002976863,4.31e-05,0.00089926,0.845981768,0.054433713784021,0.015126050420168,0.1220130066545674
Q70CQ3,0.00081903,0.273268747,4.62e-06,0.032675645,0.002936089,2.16e-05,0.000322235,0.801097245,0.0989648033126294,0.0664451827242525,0.2922172523961661
P07355,0.000725426,0.603142737,3.45e-05,0.081428124,0.003142288,0.00013012,0.001176532,0.843566981,0.1163405605499735,0.055691654417769,0.2016192167891975
Q9Y468,0.000479717,0.303146481,2.58e-06,0.032049274,0.002950818,3.41e-05,0.000629482,0.783586743,0.0280487804878048,0.0642570281124498,0.2156745009059944
P11801,0.000655224,0.194455464,2.14e-06,0.023436684,0.002975066,7.02e-06,0.000412161,0.754347692,0.0714285714285714,0.0444444444444444,0.2332365574292077
Q00534,0.000386114,0.300370548,7.91e-06,0.121933396,0.003233531,0.00022494,0.000884273,0.815854448,0.0454545454545454,0.0257858901926698,0.189003695990144
P68431,0.000959435,0.60156434,2.1e-05,0.079027038,0.003152709,9.71e-05,0.004211536,0.953464266,0.0602228244504667,0.0220437576518799,0.2331785904809135
Q9HC21,0.000444616,0.30057334,6.03e-07,0.021557574,0.002917794,8.12e-06,0.000172358,0.838053631,0.0199146514935988,0.0869565217391304,0.1185382825172195
Q14258,0.000351013,0.554947579,3.32e-06,0.043376135,0.003000582,9.38e-06,0.00054705,0.82587824,0.0505747126436781,0.0422374429223744,0.2022356574311687
Q6UVK1,0.00056162,0.294611338,2.22e-06,0.047760727,0.003035829,4.6e-05,0.00019484,0.862095225,0.0097517730496453,0.0461538461538461,0.2206789348447346
P62306,0.000666924,0.521964533,3.62e-06,0.084351185,0.003046636,0.000143431,0.001101594,0.877495868,0.0463659147869674,0.1031590718479172,0.2284262636789994
Q92995,0.000421215,0.525322629,7.99e-06,0.034084978,0.002955566,3.91e-05,0.000344716,0.734349028,0.0174603174603174,0.0318840579710144,0.2586833773334961
Q15042,0.000877532,0.590551557,3.75e-06,0.030170164,0.002932523,2.86e-05,0.000239803,0.880867977,0.1816216216216216,0.0846774193548387,0.124087722559714
Q8WY22,0.001064738,0.288799177,8.47e-06,0.010648293,0.002630115,1.18e-05,0.000209827,0.763891707,0.0893772893772893,0.0317460317460317,0.0847097459673524
Q8NBT2,0.000409515,0.295387069,9.49e-07,0.023697672,0.00276924,2.14e-05,0.000337223,0.786707559,0.080672268907563,0.1484848484848485,0.358024331184176
Q99961,0.000315911,0.59096312,2.58e-06,0.029909176,0.002926939,4.52e-06,0.000517075,0.829493504,0.0341880341880341,0.0409207161125319,0.1607293230329879
Q15276,0.000608422,0.589993769,2.04e-06,0.038208581,0.00294859,8.76e-05,0.000764371,0.894640593,0.057315233785822,0.052417006406523,0.1714284646378566
P49916,0.000772228,0.555201598,7.41e-06,0.037060236,0.002960019,9.59e-06,0.000636976,0.852044007,0.0675990675990676,0.0725490196078431,0.3366018395280001
O75348,0.000339312,0.549890533,9.83e-07,0.027194906,0.002974654,0.000106118,0.000382186,0.812863998,0.0476190476190476,0.0384313725490196,0.1740956739997047
A7MCY6,0.00026911,0.232221374,1.03e-06,0.015920242,0.002791377,5.26e-06,0.000149877,0.807753714,0.1422924901185771,0.1473684210526315,0.1353321829163071
O75365,0.000900933,0.441002876,8.58e-06,0.02374987,0.002930923,5.65e-05,0.000884273,0.760638187,0.0064687975646879,0.0089816022019411,0.1275015733165513
Q00532,0.000210608,0.311826549,6.21e-07,0.021557574,0.002880044,2.14e-05,0.000157371,0.742330562,0.0784313725490196,0.0476190476190476,0.1349937704224358
P62258,0.001088139,0.603547729,1.38e-05,0.157740892,0.003300919,0.00055198,0.002547904,0.899066501,0.0364656381486676,0.0456533055700156,0.1433131547072544
Q9BS26,0.000947734,0.589736743,1.46e-05,0.037791001,0.003023684,4.28e-05,0.000629482,0.855259858,0.0358024691358024,0.023235800344234,0.1704950979268395
Q6JEL2,0.000468017,0.306784495,7.33e-07,0.02646414,0.002901005,1.03e-05,0.000277272,0.732529152,0.0115384615384615,0.0795795795795795,0.1041544854253884
P62699,0.000386114,0.305952601,5.02e-07,0.02374987,0.002883027,5.69e-05,0.000277272,0.739112497,0.240530303030303,0.1621621621621621,0.0802827128818318
Q9Y2K6,0.000620122,0.269304765,1.17e-05,0.041758012,0.003049235,0.000114846,0.000434643,0.721275008,0.0573294629898403,0.0211736237144585,0.179590112640801
Q96PK6,0.001860367,0.590373101,2.95e-05,0.055903539,0.003044043,0.000178741,0.001281446,0.880207513,0.0227688878274022,0.040110079119367,0.2393361082750857
Q8WU20,0.000397814,0.590934646,6.55e-08,0.026098758,0.002887047,2.64e-05,0.000179852,0.842080047,0.3083778966131907,0.1485507246376811,0.2487054108216433
Q8TDM6,0.000982835,0.590491707,4.57e-06,0.073807287,0.003210589,0.000287529,0.000374692,0.847235711,0.0966724039013195,0.0881632653061224,0.1483386737217852
O60942,0.000421215,0.271586962,6.91e-07,0.040035494,0.003011525,5.31e-05,0.00019484,0.798088676,0.2832512315270936,0.1723076923076923,0.1992231780256739
Q13257,0.001614658,0.590613991,8.65e-05,0.09223301,0.003116872,0.000246752,0.000666951,0.888146874,0.0149158997143763,0.0615423901940755,0.1929433601173137
Q9ULD6,0.000245709,0.285382796,6.54e-07,0.018582315,0.002804574,1.56e-05,0.000359704,0.821694019,0.0285714285714285,0.0469858156028368,0.133122329482513
Q8IYR6,0.000292511,0.302949498,1.31e-06,0.016494415,0.002882798,1.08e-05,0.000172358,0.702865402,0.03,0.0118577075098814,0.1612417118746232
P23368,0.000585021,0.273515726,3.44e-07,0.0336152,0.002985516,1.61e-05,0.000142383,0.823887246,0.4718367346938775,0.1345029239766081,0.2438685123112738
P55072,0.001310447,0.602601159,1.07e-05,0.140254724,0.003216299,0.000435952,0.001468792,0.890329146,0.1126126126126126,0.0342752485609628,0.1511269755013037
P49023,0.001485954,0.576316142,1.26e-05,0.087952813,0.003128228,0.000158554,0.00093673,0.837301527,0.0216222972128483,0.0527741935483871,0.2025113302367543
O14773,0.000666924,0.287556567,1.12e-06,0.0168076,0.002841789,1.31e-05,0.00044963,0.840456337,0.2568922305764411,0.0112994350282485,0.151564404713531
O14936,0.000807329,0.583545468,1.52e-05,0.088735776,0.003191279,0.000278095,0.000711914,0.899581754,0.1091219096334185,0.0469000228780599,0.1263365993837205
Q9HBM0,0.001216844,0.590233443,6.12e-06,0.01701639,0.002807138,1.9e-05,0.000217321,0.84432012,0.2100448095593726,0.0886699507389162,0.1153940537989617
Q9UHV9,0.001333848,0.603327168,6.6e-06,0.058878797,0.003038632,8.41e-05,0.000816828,0.822517989,0.1009160068312373,0.04638124362895,0.2545089266048695
O60763,0.00081903,0.604060318,6.72e-06,0.061384278,0.003095999,0.000173432,0.000389679,0.897144682,0.0463768115942029,0.0844645550527903,0.1404863221884498
Q8NC60,0.000854131,0.2986826,2.43e-06,0.05084038,0.003007371,3.09e-05,0.000374692,0.786334113,0.3409436834094368,0.1077551020408163,0.247902821773089
Q9H0U9,0.000783928,0.300481158,2.1e-05,0.033302015,0.003004386,1.78e-05,0.000329729,0.794398743,0.0841248303934871,0.0602536997885835,0.2048542590414511
P28676,0.000257409,0.271945355,1.17e-06,0.013675749,0.002791153,4.17e-06,0.000239803,0.817104532,0.0216450216450216,0.0362903225806451,0.1172238308326752
O95503,0.002667696,0.31565374,5.76e-05,0.03486794,0.002902418,5.93e-05,0.000689433,0.770200106,0.0911585130226447,0.0590062111801242,0.2299823142321055
P37268,0.000795629,0.403766743,6.22e-06,0.05104917,0.003044074,9.2e-05,0.00044963,0.836032403,0.0575065847234416,0.0378531073446327,0.1492193664927274
Q9NYP9,0.000503118,0.300954989,7.79e-06,0.015502662,0.002708271,2.96e-05,0.000592013,0.793102197,0.0553709856035437,0.0408958130477117,0.4556374556374556
Q9P0T7,0.00222308,0.311518437,4.16e-05,0.010752688,0.002617354,1.24e-05,0.000164864,0.814665974,0.0594820384294068,0.0606060606060606,0.0951456310679611
P30153,0.002410287,0.603958238,7.77e-05,0.085551728,0.00313068,0.000150454,0.002360558,0.875592275,0.0338837289301685,0.0372257607926397,0.1814345237164029
Q8TEW6,0.000479717,0.297184616,1.49e-06,0.015189477,0.002776126,2.96e-05,0.00025479,0.732277328,0.0317073170731707,0.0374331550802139,0.1325749496385827
P49703,0.000479717,0.309761199,8.37e-06,0.053711243,0.003144661,7.88e-05,0.000157371,0.716738987,0.0182926829268292,0.0047619047619047,0.1668765338264266
P53618,0.000374414,0.590369544,3.11e-06,0.071301806,0.003103079,0.000180817,0.000876779,0.882962002,0.0725806451612903,0.050839964633068,0.1703023184721574
Q13439,0.000772228,0.283813164,7.96e-06,0.031683892,0.002899583,4.29e-05,0.000224815,0.839590977,0.0615384615384615,0.057471264367816,0.1452417070372605
Q9UPM8,0.000234008,0.197641536,3.25e-07,0.047447541,0.003042847,6.49e-05,0.000179852,0.779287516,0.1894736842105263,0.1376811594202898,0.1536664679683827
Q9H9A5,0.000596722,0.576333895,2.71e-06,0.01743397,0.002777865,9.7e-06,0.000314741,0.888913461,0.1403921568627451,0.1695702671312427,0.1990073906241571
Q9UNL2,0.000468017,0.552110419,1.64e-06,0.023280092,0.002827355,4.89e-05,0.000427149,0.848325126,0.0923076923076923,0.043859649122807,0.1379452814027308
O94832,0.00111154,0.604142003,8.19e-06,0.06639524,0.003143421,9.59e-05,0.000569532,0.871734124,0.058006718924972,0.0498245614035087,0.1600569551039393
Q6RFH5,0.000854131,0.529075347,7.5e-06,0.032727842,0.002783213,3.16e-05,0.00019484,0.768097607,0.145738203957382,0.0646153846153846,0.3679828383040086
Q9BYV6,0.003252717,0.521120571,0.000182611,0.044994258,0.003001774,0.000188114,0.00199336,0.771540874,0.0060255045061423,0.0063838842388991,0.1263625364129014
O43252,0.00028081,0.297710949,2.91e-06,0.032727842,0.00294495,3.86e-05,0.00019484,0.743246689,0.0326086956521739,0.0153846153846153,0.1123306378056672
Q8NC69,0.000362713,0.280738138,4.74e-06,0.014719699,0.002762631,1.76e-05,0.000344716,0.721807117,0.0666666666666666,0.0338164251207729,0.110875545796421
O96019,0.000807329,0.604107015,2.63e-06,0.122716359,0.003213701,0.000211128,0.00080184,0.887886649,0.0617486338797814,0.1423029448069123,0.2023421450356118
P62079,0.000900933,0.300115453,7.23e-06,0.022027351,0.002857534,8.35e-05,0.000614495,0.738282535,0.0321257689678742,0.038843721770551,0.0816043948621539
O14681,0.000608422,0.284962949,8.65e-07,0.013519156,0.002743464,1.35e-06,0.000179852,0.774204673,0.2066365007541478,0.0869565217391304,0.1427673520696776
Q6PCD5,0.000304211,0.272313842,1.04e-06,0.031214114,0.002922776,9.33e-06,0.000397173,0.785959,0.0246153846153846,0.0791001451378809,0.2960174338806631
P00740,0.000421215,0.304538414,6.17e-07,0.029543794,0.002916832,2.6e-05,0.000269778,0.727664368,0.0095238095238095,0.0063492063492063,0.1987554332530723
P53673,0.000245709,0.312932959,8.87e-07,0.011118071,0.002690389,1.83e-05,0.000202334,0.695723622,0.019047619047619,0.0199430199430199,0.1342014350252458
Q3MHD2,0.000409515,0.603738546,9.82e-06,0.036120681,0.002943657,7.46e-05,0.000299753,0.810423554,0.0638655462184873,0.123076923076923,0.2466727453719582
P02741,0.000596722,0.303787532,4.78e-06,0.070049066,0.003030693,0.000192411,0.000517075,0.795762966,0.0109803921568627,0.0323955669224211,0.238921284580873
Q68DH5,0.000631823,0.277593285,5.62e-06,0.007620837,0.002531772,8.29e-08,0.000164864,0.707064589,0.0195667365478686,0.0,0.1371752479924421
P27797,0.001860367,0.590690616,1.72e-05,0.111493893,0.003181276,0.000569939,0.00144631,0.874624539,0.1454502030093145,0.0189982728842832,0.1586953661553035
O96008,0.002445388,0.553767142,9.53e-05,0.072502349,0.003112473,0.000145071,0.000427149,0.84189716,0.0912311372837688,0.0432330827067669,0.1820033071705848
Q8WTW4,0.000889232,0.373850424,1.53e-06,0.025524585,0.002924047,2.41e-05,0.000157371,0.71437116,0.0338983050847457,0.1428571428571428,0.143191189781756
O15400,0.006283127,0.539976209,0.000123406,0.053189268,0.003053036,7.33e-05,0.000621988,0.888968305,0.0616053809166458,0.0819864825154275,0.1765377281552275
P17026,0.00109984,0.315424901,7.14e-06,0.015293872,0.002888737,1.54e-05,0.00019484,0.73212709,0.3369938229238161,0.1723076923076923,0.1109448782084248
Q8WUF5,0.000479717,0.290242485,2.49e-05,0.015032884,0.002830533,1.65e-05,0.00029226,0.81897544,0.0292682926829268,0.0701754385964912,0.1881775067750677
P46100,0.000257409,0.398965219,1.01e-06,0.10945819,0.003176417,0.000240379,0.000479606,0.842633836,0.0649350649350649,0.0927579365079365,0.1845156839832985
O95817,0.000807329,0.297937812,2.97e-05,0.101837353,0.003202264,0.00032892,0.001356384,0.829236344,0.041773231031543,0.0279926335174953,0.1405044093101499
Q8NFF5,0.000596722,0.500610073,1.91e-05,0.035911891,0.002995542,5.15e-05,0.000202334,0.834943729,0.1654901960784313,0.1054131054131054,0.1581742324227345
Q8IWS0,0.000409515,0.604140149,9.66e-05,0.061540871,0.003099847,6.17e-05,0.000247297,0.849121722,0.1142857142857142,0.0984848484848484,0.2156124942578888
Q9H845,0.00414195,0.316485805,6.42e-05,0.04222779,0.002979576,7.07e-05,0.000809334,0.856961523,0.2091355772154735,0.1024575977847006,0.1925858840519404
P78559,0.000409515,0.30549033,2.92e-06,0.050266207,0.003112399,2.31e-05,0.000149877,0.761955726,0.026890756302521,0.0421052631578947,0.2466067793170596
P55789,0.00083073,0.499470587,6.53e-06,0.043845913,0.002950613,0.000151704,0.000262284,0.825466244,0.0192307692307692,0.0655462184873949,0.1144105794880526
Q99828,0.000292511,0.212332943,3.88e-06,0.058513415,0.003146862,7.8e-05,0.000329729,0.793341551,0.0166666666666666,0.0211416490486257,0.199007582515611
P31937,0.000397814,0.5381622,2.51e-06,0.047812924,0.002998645,6.31e-05,0.000322235,0.696362802,0.1158645276292335,0.0321151716500553,0.1872479538024673
P48449,0.000292511,0.300412072,1.09e-06,0.03528552,0.002921615,7.21e-05,0.00019484,0.822404606,0.0266666666666666,0.043076923076923,0.1655840455840455
Q9Y2L1,0.000877532,0.563462839,9.56e-06,0.068378745,0.003099395,0.000141294,0.000532062,0.861473778,0.0144144144144144,0.0804828973843058,0.2073874935123251
O75817,0.000351013,0.299614999,4.03e-07,0.018530118,0.002857983,1.12e-05,0.000209827,0.757283075,0.1793103448275862,0.1269841269841269,0.1834328001909763
P04196,0.000432916,0.281510706,1.8e-06,0.025524585,0.002823427,3.53e-05,0.000142383,0.765107083,0.0825825825825825,0.0526315789473684,0.2239934292131818
Q6PD74,0.000245709,0.271876125,5.43e-07,0.00861259,0.002543721,5.32e-06,0.000179852,0.7203694,0.0428571428571428,0.0579710144927536,0.1300813008130081
Q3SYF9,0.000386114,0.311469747,5.46e-06,0.009552145,0.00242035,1.92e-05,0.000711914,0.654289904,0.0208333333333333,0.1043673012318029,0.5523929622290278
Q92614,0.000795629,0.604075391,3.78e-05,0.067543585,0.003146174,0.000163194,0.001408841,0.870506885,0.0241439859525899,0.1309591534873136,0.1860834286629586
O96013,0.000889232,0.569404832,1.58e-05,0.062376031,0.003118366,7.31e-05,0.00257788,0.925212468,0.0905263157894736,0.0303579903722286,0.2182810846421788
P60660,0.000456316,0.549652878,3.76e-06,0.05966176,0.003104732,6.35e-05,0.000584519,0.86142276,0.0458839406207827,0.0879120879120879,0.2090850727722082
O75581,0.000994536,0.302162429,4.7e-05,0.045411838,0.003033868,2.86e-05,0.000487099,0.782297171,0.0103641456582633,0.0235576923076923,0.2600637540838326
P04083,0.000748827,0.603253387,0.000156288,0.074485854,0.003123993,0.000127591,0.000929236,0.88224539,0.029265873015873,0.051665355363231,0.2065210019941992
Q96DC9,0.000210608,0.297682292,1.9e-06,0.022653722,0.002817459,8.21e-05,0.000247297,0.712838763,0.0522875816993464,0.0397727272727272,0.2616298251402177
Q13268,0.000292511,0.3099406,8.29e-07,0.034137175,0.003042239,1.82e-05,0.000389679,0.747180939,0.0566666666666666,0.0346907993966817,0.1790372358111936
Q6NUQ1,0.001064738,0.305670539,9.37e-06,0.02458503,0.002856342,2.69e-05,0.001116582,0.886426236,0.1689075630252101,0.0329221839288953,0.190061887337941
Q96E35,0.000678624,0.282549023,4.48e-06,0.008455997,0.002680202,7.12e-06,0.000577025,0.698009763,0.1046581972171808,0.0225563909774436,0.1406333870101986
O95292,0.002585793,0.591828774,0.00014878,0.070466646,0.003121725,0.000260474,0.001693607,0.919207498,0.0703002879473467,0.0307964601769911,0.1212695274963621
Q969G5,0.000397814,0.312681908,3.95e-07,0.018895501,0.002911732,9.86e-06,0.000389679,0.796290289,0.1212121212121212,0.0708898944193061,0.1286940818169296
Q9H1K0,0.000222308,0.277255379,4.05e-07,0.026307548,0.002889547,3.61e-05,0.000217321,0.816726135,0.1111111111111111,0.0517241379310344,0.2314920003786803
