node,biogrid_degree_centrality,biogrid_closeness_centrality,biogrid_betweenness_centrality,string_degree_centrality,string_closeness_centrality,string_betweenness_centrality,intact_degree_centrality,intact_closeness_centrality,biogrid_clustering_coefficient,intact_clustering_coefficient,string_clustering_coefficient
P07199,0.000655224,0.287540524,3.66e-06,0.025159202,0.002933567,2.1e-05,0.000502087,0.773784976,0.0123376623376623,0.0144730890999547,0.1857126836379948
Q9Y4W2,0.000468017,0.358605816,6.85e-07,0.025942165,0.00284926,1.68e-05,0.000502087,0.864213303,0.1294871794871795,0.0859339665309814,0.2716946842344389
Q15119,0.000327612,0.271623479,5.96e-07,0.053084873,0.003082281,6.86e-05,0.00019484,0.727055401,0.1216931216931216,0.1076923076923077,0.1739290332071323
P53611,0.000643523,0.314120063,4.76e-06,0.044211296,0.002989644,3.68e-05,0.000479606,0.824778864,0.0208754208754208,0.0267857142857142,0.1702043926415299
Q13838,0.000889232,0.603532443,5.12e-06,0.105334586,0.003129925,0.000165725,0.000659458,0.830130108,0.1792982456140351,0.0885579937304075,0.2426613625609475
Q9NQC7,0.00026911,0.589974565,6.57e-07,0.044159098,0.002993473,4.05e-05,0.000487099,0.830838644,0.0276679841897233,0.0423076923076923,0.2472589421852924
P78527,0.001439152,0.58353103,2e-05,0.130754776,0.003224837,0.000227755,0.002083286,0.894324702,0.0161399932042133,0.0354517829779497,0.1787562255680332
Q96AY4,0.00056162,0.30400672,2.31e-06,0.052928281,0.003120349,5.63e-05,0.000247297,0.789834543,0.0150709219858156,0.0321969696969696,0.1617454355703273
O95239,0.000245709,0.543660314,1.2e-06,0.073494102,0.00315099,9.62e-05,0.000187346,0.877844379,0.0333333333333333,0.1133333333333333,0.1855576016023777
Q8N3U4,0.000702025,0.550932655,3.73e-06,0.080227581,0.003136875,0.000281958,0.000329729,0.846653799,0.0231638418079096,0.1553911205073996,0.1585000542181739
Q9BRR8,0.000362713,0.279140501,1.64e-07,0.022966907,0.002784723,2.96e-05,0.00035221,0.801737707,0.3741935483870968,0.2016651248843663,0.2360944294885069
P07333,0.000234008,0.597021147,8.25e-07,0.085603925,0.00312698,0.000123002,0.000412161,0.822546339,0.0421052631578947,0.0464646464646464,0.231844223872379
Q8TC44,0.000456316,0.307308163,8.48e-07,0.021505376,0.00278241,2.27e-05,0.000367198,0.799015163,0.0445344129554655,0.0450680272108843,0.1575957291002291
Q15233,0.000959435,0.552300965,4.73e-06,0.063733166,0.003055332,4.46e-05,0.001064125,0.879969157,0.0936464920204757,0.0654280291679152,0.2511929216847249
Q9H9B4,0.002609194,0.602774613,4.14e-05,0.029074016,0.00290152,2.61e-05,0.001491273,0.925809763,0.095228301110654,0.0798944216029643,0.1319117058238507
P09493,0.000959435,0.604069252,5.06e-05,0.087378641,0.003164304,0.000208297,0.000539556,0.845963962,0.0538994278831677,0.0485133020344287,0.1599727487161688
O60318,0.000620122,0.284374054,1.11e-05,0.044889863,0.003035707,0.00010444,0.00035221,0.775534228,0.039136302294197,0.0175763182238667,0.2001461948723502
Q9NT62,0.000234008,0.603067436,5.31e-07,0.042801963,0.003024184,1.27e-05,0.000239803,0.875042459,0.0263157894736842,0.1935483870967742,0.2475654426873939
P01112,0.002293283,0.314665824,4.2e-05,0.228259735,0.003309921,0.001202693,0.004196548,0.917176674,0.0332810047095761,0.0122284692052133,0.12163322760121
Q14974,0.000503118,0.603987655,1.44e-06,0.090197307,0.00312275,0.000127507,0.001806015,0.893599992,0.0675526024363233,0.0595781466113416,0.218700406399451
Q92830,0.000386114,0.290355313,1.56e-06,0.096878589,0.003173134,0.000146329,0.000487099,0.833106474,0.4924242424242424,0.1456730769230769,0.1938888372525327
Q96DZ1,0.001076439,0.590058178,1.16e-05,0.030117966,0.002888453,2.53e-05,0.00025479,0.74206114,0.0210224558050645,0.0784313725490196,0.1722751781243982
O43542,0.000315911,0.309728896,2.23e-07,0.06660403,0.003079916,6.2e-05,0.001124075,0.797157262,0.0142450142450142,0.0152125279642058,0.2169955129387178
Q96ME7,0.001907169,0.604042022,2.37e-06,0.019208686,0.002888232,1.39e-05,0.000891767,0.848469808,0.3231083844580777,0.1100982765987751,0.1272361094657031
Q92688,0.000491418,0.544447221,2e-06,0.043010753,0.003068637,2.99e-05,0.000457124,0.871026673,0.3879210220673635,0.0562841530054644,0.2113243048756031
O95363,0.00054992,0.308881188,6.57e-07,0.038365174,0.002972423,2.71e-05,0.000696927,0.747203602,0.2941720629047178,0.0331930808789153,0.2753229902315149
P62140,0.000374414,0.590109075,6.91e-07,0.131694331,0.00324638,0.000679408,0.002203188,0.904511371,0.032258064516129,0.0621299714425019,0.1403603894134313
O95861,0.000725426,0.512679898,2.35e-06,0.01764276,0.002756638,2.23e-05,0.000427149,0.87640522,0.0412480169222633,0.0225563909774436,0.1398697171351816
P46934,0.001216844,0.554058805,1.88e-05,0.099540662,0.003201084,0.00021163,0.001184026,0.844821714,0.1258401792382374,0.0328146416189631,0.1579980092122082
Q9NU19,0.001368949,0.590571146,2.64e-05,0.02500261,0.002834762,3.32e-05,0.001169038,0.81724357,0.0318302387267904,0.0166253101736972,0.1871664293638245
O75409,0.000865831,0.307912539,3.01e-06,0.002766468,0.002372632,3.54e-08,0.000149877,0.66925396,0.0151795631247686,0.0263157894736842,0.1407837445573294
P52594,0.000339312,0.583589273,2.03e-06,0.061018896,0.00311421,0.000171632,0.000187346,0.84476564,0.0812807881773399,0.11,0.170266121377597
P21127,0.000538219,0.342900696,1.39e-06,0.044159098,0.003030803,7.65e-05,0.000187346,0.794757143,0.059903381642512,0.14,0.2297144935442807
Q9BRX2,0.000713726,0.546292534,2.31e-06,0.031788287,0.002944035,1.03e-05,0.000487099,0.844491921,0.0474308300395256,0.0841346153846153,0.2780280442485524
P62995,0.001205144,0.553823761,6.12e-06,0.082263284,0.003129717,8.18e-05,0.000554544,0.806966294,0.148016415868673,0.1880784894483524,0.2473072274595117
Q9H8H0,0.00056162,0.312257266,3.39e-06,0.036068483,0.00293076,1.85e-05,0.000149877,0.775713843,0.0390070921985815,0.131578947368421,0.3550745611275404
Q14738,0.000713726,0.541464331,7.54e-06,0.05146675,0.003070367,3.25e-05,0.000299753,0.824498802,0.0169398907103825,0.1205128205128205,0.1816888211612318
Q13021,0.000947734,0.311572904,7.74e-06,0.011431256,0.002664171,5.14e-06,0.000517075,0.673071911,0.0182098765432098,0.0217391304347826,0.0722215240249675
Q8N5A5,0.000573321,0.307011224,2.16e-05,0.019260883,0.002746401,1.58e-05,0.000434643,0.758638745,0.0416666666666666,0.0865093768905021,0.0923471191233651
P36871,0.000608422,0.530867791,2.77e-06,0.048334899,0.003018999,3.5e-05,0.000262284,0.718580541,0.2315233785822021,0.0168067226890756,0.1818761309906018
Q86XI2,0.000526519,0.555258309,2.27e-06,0.039931099,0.002919354,3.23e-05,0.000149877,0.773179768,0.0525252525252525,0.0842105263157894,0.2765664031755809
P62318,0.000994536,0.552800834,5.4e-06,0.08591711,0.003098254,0.000121431,0.000831816,0.858751567,0.1119766309639727,0.1303849303849303,0.2389478776955833
P52435,0.000912633,0.314703571,7.03e-06,0.059087587,0.003000303,8.42e-05,0.000397173,0.746853564,0.1115551115551115,0.1400580551523947,0.2034129714158957
Q9HAP6,0.00026911,0.273458843,7.17e-06,0.025889968,0.002914697,1.94e-05,0.000142383,0.68007815,0.1462450592885375,0.0760233918128654,0.1607445421961551
Q9H1A4,0.000468017,0.549280356,3.77e-06,0.048126109,0.003025293,0.00021299,0.000517075,0.834680898,0.0256410256410256,0.1696504688832054,0.1790588839349853
O15294,0.000421215,0.541262925,3.52e-06,0.103298883,0.003224641,0.000286618,0.00099668,0.897760627,0.0412698412698412,0.0430622009569378,0.1513715039256991
P43363,0.000432916,0.294632945,1.04e-05,0.015502662,0.002775217,3.02e-05,0.000307247,0.74112923,0.0345345345345345,0.0158536585365853,0.123077623077623
Q96MV1,0.000351013,0.263397116,1.61e-06,0.00986533,0.002600826,1.03e-05,0.000651964,0.755723899,0.0942528735632183,0.0318096765570703,0.0867950016886187
P49756,0.001357249,0.55514573,1.86e-05,0.085864913,0.003089949,0.000139699,0.000419655,0.811331075,0.1532449881073734,0.0824675324675324,0.207410940770158
Q8N0V3,0.000397814,0.279519748,6.38e-07,0.009291158,0.002511159,1.84e-07,0.000299753,0.746124215,0.1586452762923351,0.0192307692307692,0.2692185615438329
Q9P2R6,0.000432916,0.301135342,2.25e-06,0.032884435,0.002975322,3.31e-05,0.00029226,0.832731729,0.4729729729729729,0.0985155195681511,0.1079566961919903
Q8N8L6,0.000514819,0.214087525,1.8e-05,0.052667293,0.00314288,5.12e-05,0.000179852,0.696618167,0.0042283298097251,0.0072463768115942,0.2019031101042994
P04181,0.001146641,0.603862751,7.74e-06,0.054285416,0.003045424,6.47e-05,0.000427149,0.85560962,0.1784136334946349,0.0845864661654135,0.2081420744798993
O75676,0.000666924,0.507805834,6.31e-06,0.036329471,0.003060656,3.83e-05,0.000179852,0.821679431,0.0362844702467343,0.2028985507246377,0.1393492102869428
Q9NU53,0.000947734,0.302310723,6.47e-06,0.004071406,0.002415859,2.09e-06,0.000374692,0.763166088,0.0509259259259259,0.0293877551020408,0.0752580752580752
Q9ULA0,0.000468017,0.553699219,2.61e-06,0.036590458,0.002992202,4.42e-05,0.000277272,0.813697222,0.0076923076923076,0.033033033033033,0.1501609944976564
P10720,0.000198907,0.491927239,1.47e-06,0.008038417,0.002526598,2.9e-06,0.000134889,0.674511509,0.2573529411764705,0.2352941176470588,0.286732874968169
P43307,0.003732435,0.590311616,2.04e-05,0.028969621,0.002899789,5.87e-05,0.000614495,0.871817722,0.1241103290550265,0.069557362240289,0.1324617035808371
Q8TF46,0.000292511,0.261527973,1.3e-06,0.052928281,0.003071176,6.64e-05,0.00019484,0.729961467,0.37,0.2153846153846154,0.2342778592303993
Q9Y679,0.001298747,0.376570917,4.83e-06,0.032205867,0.002933991,4.41e-05,0.000412161,0.849533575,0.2032760032760033,0.07003367003367,0.1403418299690585
Q14203,0.002035873,0.569740451,6.16e-05,0.06827435,0.003076414,0.000146994,0.001791027,0.874260063,0.0269085110623878,0.0351956682254491,0.1665321288100536
P43005,0.001778464,0.575670063,1.5e-05,0.038834951,0.002998097,4.94e-05,0.000299753,0.721066945,0.0411293133495991,0.0179487179487179,0.1688736450599864
Q96CN4,0.000374414,0.268371667,2.34e-07,0.012475206,0.002774807,1.3e-05,0.000277272,0.744974896,0.034274193548387,0.006006006006006,0.1293203473858162
Q9P0S3,0.000198907,0.282176046,1.07e-06,0.014354317,0.002809981,2.21e-05,0.00035221,0.774053216,0.0294117647058823,0.0638297872340425,0.1119840743198407
Q8WUM0,0.000468017,0.315028789,3.66e-06,0.046455789,0.002963522,0.000132949,0.000554544,0.871845592,0.1474358974358974,0.1251388374676046,0.2279546517359487
Q13404,0.000643523,0.599939598,5.53e-06,0.049953022,0.003008613,7.71e-05,0.001049137,0.782393752,0.076094276094276,0.0461459403905447,0.1820018100497107
P25963,0.000444616,0.309321242,2.5e-06,0.12543063,0.003220584,0.000264301,0.001049137,0.80887411,0.011379800853485,0.0440904419321685,0.1901487974891225
O00526,0.001216844,0.309128123,3.72e-06,0.023802067,0.002944304,0.000148103,0.000239803,0.577881029,0.0209111277072442,0.0383064516129032,0.2020724889145941
Q9NY65,0.000362713,0.271826019,4.43e-06,0.071249609,0.003161089,8.4e-05,0.000224815,0.758918079,0.2043010752688172,0.0804597701149425,0.1909123134929586
P62495,0.000386114,0.603901771,3.82e-07,0.0756342,0.003080811,8.13e-05,0.000419655,0.852249402,0.0284090909090909,0.0662337662337662,0.2536336738234408
Q02224,0.000222308,0.551847661,2.41e-07,0.072502349,0.003122778,4.18e-05,0.00025479,0.773301517,0.0409356725146198,0.053475935828877,0.213975389173477
Q7L2H7,0.000304211,0.603254163,1.45e-06,0.062271636,0.003024509,2.89e-05,0.000599507,0.886889502,0.0866666666666666,0.1920886075949367,0.3009698633527793
Q9Y2W2,0.000585021,0.603544237,1.27e-06,0.032936632,0.002936031,3.84e-05,0.000442136,0.782666791,0.0359183673469387,0.032144944476914,0.229180187658793
Q9HCN4,0.000783928,0.315997012,3.83e-06,0.031631694,0.002891406,2.18e-05,0.000262284,0.83844653,0.1800090456806874,0.1378151260504201,0.1855440089463491
P0C2W1,0.000596722,0.293906051,2.68e-06,0.016129032,0.002760681,1.17e-05,0.000149877,0.764980237,0.0454901960784313,0.0842105263157894,0.1715210355987055
A0AVF1,0.000386114,0.292006076,7.17e-07,0.016651007,0.002705179,1.82e-05,0.000157371,0.696185363,0.096590909090909,0.6285714285714286,0.1671299856075392
P09471,0.000479717,0.385523282,1.07e-05,0.132477294,0.003259,0.000571362,0.000164864,0.817927641,0.0573170731707317,0.1038961038961039,0.1414721693405681
O14976,0.000643523,0.54595819,3.02e-06,0.146622821,0.003256964,0.000423989,0.00083931,0.866962925,0.0518518518518518,0.0735462735462735,0.1433710732393537
P50616,0.000210608,0.269087614,3.73e-07,0.020931204,0.002913066,4.33e-05,0.000337223,0.725431639,0.3071895424836601,0.0787878787878787,0.1239526184538653
Q9GZL7,0.000690325,0.550478819,2.45e-06,0.078818248,0.003057093,4.5e-05,0.000164864,0.783053623,0.1718293395675043,0.2207792207792207,0.2539272093707073
O75792,0.000222308,0.537628497,5.46e-07,0.063733166,0.003023103,9.84e-05,0.000284766,0.783165249,0.0116959064327485,0.0184921763869132,0.2175333306480847
Q9Y224,0.000409515,0.603547418,7.63e-06,0.047290949,0.002947363,1.16e-05,0.000824322,0.855637422,0.0319327731092436,0.0985821517931609,0.3385679265303136
Q96EK4,0.00056162,0.292402492,4.44e-06,0.016442217,0.002784336,2.32e-05,0.000666951,0.821537113,0.0124113475177304,0.1059754851889683,0.1419876655545445
Q06330,0.000198907,0.27860236,2.29e-06,0.108988412,0.003214769,0.000306776,0.000959211,0.800916184,0.0147058823529411,0.0278051181102362,0.1703874743669532
Q08AM6,0.000772228,0.490794386,8.27e-06,0.030744337,0.002989363,2.08e-05,0.001214001,0.878412879,0.0428904428904428,0.0167165094701326,0.1371227608190984
Q9BPU6,0.000292511,0.307502465,1.15e-06,0.03403278,0.002995431,4.45e-05,0.000329729,0.754713743,0.13,0.0665961945031712,0.1942740286298568
Q9UEE9,0.000339312,0.272216433,6.99e-07,0.034972335,0.002952394,6.47e-05,0.000157371,0.780627419,0.1206896551724138,0.0761904761904762,0.1889521004841264
Q9Y6M5,0.000877532,0.56957497,8.54e-05,0.030065769,0.003034835,4.79e-05,0.000307247,0.838492101,0.1232432432432432,0.0304878048780487,0.1226509661835748
Q9H4B6,0.001298747,0.301130142,4.11e-05,0.021766364,0.002884011,1.47e-05,0.000786853,0.861520428,0.0262080262080262,0.0465201465201465,0.2112156428703191
Q13868,0.000643523,0.54589447,6.18e-07,0.063576574,0.003031415,0.000115092,0.000659458,0.843546946,0.0597439544807965,0.0778474399164054,0.2775175975810662
Q9P013,0.000304211,0.603996324,7.26e-07,0.046142604,0.002941358,5.42e-05,0.000322235,0.81644104,0.163076923076923,0.132890365448505,0.2000686675924834
Q86UE8,0.000526519,0.469136655,6.43e-06,0.040244284,0.002976558,4.42e-05,0.001064125,0.843399747,0.1393939393939394,0.0204774747777444,0.1944346185591322
Q86YV6,0.001017937,0.313174037,2.11e-06,0.033563002,0.003016272,1.16e-05,0.000599507,0.786003089,0.0628174284950548,0.0446202531645569,0.2011404872991187
O00268,0.000432916,0.542295143,1.64e-06,0.047343146,0.003005816,4.78e-05,0.000314741,0.818996959,0.1486486486486486,0.1591173054587688,0.2114629652616028
P10321,0.002936806,0.313189933,3.04e-05,0.032623447,0.00286315,1.57e-05,0.001154051,0.885546849,0.0659442231075697,0.0308123249299719,0.2787333333333333
P53365,0.00026911,0.562418238,3.28e-06,0.023697672,0.002847773,6.53e-05,0.00064447,0.82815855,0.1067193675889328,0.0473324213406292,0.1852359696978537
Q00403,0.000292511,0.547521723,3.79e-06,0.059818353,0.003064836,6.73e-05,0.00080184,0.808439529,0.0166666666666666,0.0238053253394463,0.202144539198427
O95139,0.000351013,0.298600192,1.49e-06,0.044002505,0.002959356,1.53e-05,0.000164864,0.696199326,0.4091954022988506,0.316017316017316,0.2070114932812627
Q15436,0.000690325,0.60292112,4.95e-06,0.058983192,0.003097984,0.000117955,0.000831816,0.908328045,0.0806545879602571,0.0647010647010647,0.1616937222226576
P40424,0.000210608,0.303864045,1.29e-06,0.052980478,0.003026803,9.5e-05,0.000172358,0.704917583,0.1241830065359477,0.0553359683794466,0.2322849564228874
Q15120,0.000936034,0.313160894,2.06e-06,0.061958451,0.003107626,0.000179679,0.00044963,0.891097946,0.3003164556962025,0.1581920903954802,0.1365779644859786
P19404,0.001825266,0.602861561,7.84e-06,0.048021714,0.002949925,2.42e-05,0.001049137,0.819550257,0.2784119106699751,0.0608427543679342,0.2266830676065666
Q9P2E9,0.001088139,0.604174492,8.97e-06,0.026203153,0.002922387,5.06e-05,0.000666951,0.884330103,0.155680224403927,0.0566905005107252,0.1172714332291592
Q15051,0.000573321,0.309930768,2.94e-06,0.06848314,0.003111703,0.000111791,0.001663632,0.867456809,0.0255102040816326,0.0248257307080836,0.1749513962530929
Q7Z333,0.000971135,0.302753251,8.31e-06,0.070623238,0.003092332,8.11e-05,0.000269778,0.806506503,0.0044078754040552,0.092063492063492,0.2050669780500925
Q9BTE3,0.000468017,0.54896174,1.13e-06,0.026620733,0.00290078,1.02e-05,0.000217321,0.826558061,0.0294871794871794,0.2044334975369458,0.2849570476520667
P05204,0.000245709,0.290094045,4.97e-07,0.012683996,0.002824872,7.27e-06,0.000749384,0.815995676,0.1904761904761904,0.0363636363636363,0.2244328809985375
O00267,0.00084243,0.583035184,2.56e-05,0.080070989,0.003124223,0.000161469,0.000929236,0.853431389,0.0395148669796557,0.040912667191188,0.1872137613953262
P04150,0.000198907,0.3029168,5.09e-07,0.105908759,0.003200851,0.000200952,0.000696927,0.802614058,0.088235294117647,0.0252454417952314,0.1802342367038883
P42025,0.000538219,0.518218251,1.86e-06,0.07646936,0.003166523,8.79e-05,0.000434643,0.816152654,0.1101449275362318,0.1482153660012099,0.1902086946791249
Q9UFN0,0.000889232,0.301531969,8.21e-06,0.007464245,0.002631312,9.17e-07,0.000187346,0.71706742,0.0764912280701754,0.02,0.1138579730129026
Q15915,0.000503118,0.302688307,5.1e-06,0.066290845,0.003152961,6.33e-05,0.001071619,0.711504128,0.0332225913621262,0.0284644932532256,0.2233291760515751
Q8TEU7,0.000304211,0.590393951,1.68e-06,0.02688172,0.002948913,1.91e-05,0.000134889,0.796832446,0.0492307692307692,0.0849673202614379,0.1810660723055419
Q9H8H2,0.002386886,0.441244239,8.25e-05,0.073859484,0.00312835,5.97e-05,0.000906754,0.827624066,0.167487684729064,0.0658402203856749,0.2716429845912405
Q3SY56,0.000198907,0.307663326,4.23e-06,0.030065769,0.003051663,4.69e-05,0.000239803,0.725166422,0.0073529411764705,0.0241935483870967,0.1201751207729468
Q15424,0.000889232,0.604171454,5.8e-06,0.046925566,0.00299824,2.42e-05,0.000494593,0.860396881,0.0722807017543859,0.1202797202797202,0.2873373285338076
Q9H9L4,0.000514819,0.25799278,1.3e-06,0.012162021,0.002631014,1.13e-05,0.000232309,0.786699049,0.3668076109936575,0.1032258064516129,0.2193651028562971
O15550,0.000386114,0.271744822,2.02e-06,0.194696732,0.003342199,0.001526144,0.000607001,0.829909982,0.4318181818181818,0.1265432098765432,0.1112914717413044
O60496,0.000327612,0.416582713,1.98e-06,0.035911891,0.002917054,2.78e-05,0.000696927,0.829505217,0.0132275132275132,0.0369331463300607,0.2594148810128296
Q9UGI9,0.000631823,0.276808169,1.09e-06,0.076730348,0.003153603,0.000160167,0.000344716,0.742214041,0.0454227812718378,0.0483091787439613,0.1400036120642947
Q53HC5,0.000596722,0.300886581,7.66e-06,0.015607057,0.002834801,2.92e-05,0.000299753,0.780210298,0.0470588235294117,0.0871794871794871,0.1535094610670916
P82932,0.001404051,0.590132073,3.79e-06,0.047343146,0.002942449,8.63e-05,0.000412161,0.825790272,0.4700280112044818,0.0794612794612794,0.2298336947606426
Q7Z5L9,0.000210608,0.468017488,7.08e-07,0.021400981,0.00290294,1.06e-05,0.000172358,0.810602917,0.0392156862745098,0.1067193675889328,0.1130896296738028
O43502,0.000315911,0.284043171,7.14e-07,0.069057313,0.003103457,4.16e-05,0.000157371,0.690140919,0.0427350427350427,0.0809523809523809,0.236737895696184
Q13011,0.001368949,0.554072176,1.63e-05,0.038678359,0.002941064,6.58e-05,0.001551224,0.866680044,0.0770704391394046,0.0263589887903944,0.1731407520881205
Q9NW64,0.00056162,0.306395581,2.63e-05,0.037373421,0.002880087,2.76e-05,0.000299753,0.769616002,0.1329787234042553,0.0705128205128205,0.2520803219127241
Q9NVK5,0.000666924,0.301607303,1.37e-05,0.016755402,0.002766809,1.32e-05,0.000427149,0.758708088,0.0870927318295739,0.1685463659147869,0.1154400311526479
Q9UKF6,0.000222308,0.510790056,4.28e-07,0.074277064,0.003120346,8.93e-05,0.000472112,0.844983902,0.1052631578947368,0.1213517665130568,0.2309802886672933
Q14669,0.000760527,0.321359937,5.41e-06,0.107735672,0.003177916,0.000449666,0.000322235,0.795069094,0.0495192307692307,0.0775193798449612,0.1393606248144683
Q09472,0.000608422,0.271827068,5.03e-06,0.156540349,0.003207639,0.00042973,0.002165719,0.885393353,0.1128205128205128,0.0251345636293733,0.1607184605230874
P28799,0.000982835,0.582797787,3.9e-05,0.04937885,0.003050123,8.96e-05,0.003229843,0.872438738,0.016924842226047,0.0129714563211568,0.1692875599852344
P56851,0.000409515,0.279342992,2.26e-07,0.005167554,0.002404948,4.67e-07,0.000164864,0.636582048,0.0084033613445378,0.0043290043290043,0.1022469593898165
O43768,0.000397814,0.492275228,1.07e-06,0.022340537,0.002890704,3.1e-05,0.000134889,0.814463526,0.017825311942959,0.1437908496732026,0.1581781172711155
Q01518,0.000315911,0.60300077,1.44e-06,0.050944775,0.003093626,4.97e-05,0.000202334,0.81998058,0.0883190883190883,0.0797720797720797,0.1692854140395124
Q96T76,0.000596722,0.590041395,1.39e-06,0.044002505,0.003006934,9.99e-05,0.000607001,0.847595873,0.036078431372549,0.0487654320987654,0.1640983592699977
Q92841,0.000538219,0.555278604,2.21e-06,0.101941748,0.003156011,0.000100428,0.001056631,0.869369195,0.0734299516908212,0.1047619047619047,0.2294216338042356
Q93008,0.001064738,0.590052451,8.03e-06,0.076573755,0.003125052,0.0001599,0.000779359,0.874154982,0.04004884004884,0.0373412994772218,0.1601341379377687
Q6IN85,0.00056162,0.55172773,1.65e-06,0.043793715,0.003024569,5.49e-05,0.000442136,0.853750067,0.0230496453900709,0.0555230859146697,0.1897104462921821
P10074,0.001041338,0.314074689,2.98e-06,0.021661969,0.00287265,5.71e-05,0.000764371,0.790741545,0.2571501532175689,0.0454280722189866,0.1527152086607298
Q96A33,0.001216844,0.551429377,4.09e-06,0.016546612,0.002800277,1.08e-05,0.000636976,0.862399467,0.140403286034354,0.04593837535014,0.1267619694126103
Q15052,0.000491418,0.359584536,4.11e-06,0.043115148,0.003020809,3.89e-05,0.00029226,0.774089309,0.0603948896631823,0.0472334682860998,0.1737735710617066
Q99536,0.000339312,0.603362854,1.94e-06,0.019939451,0.002895643,8.69e-06,0.000179852,0.835283007,0.1009852216748768,0.0760869565217391,0.2409751137128801
Q9NWZ8,0.000374414,0.27354275,4.62e-07,0.017068588,0.00279579,2.31e-06,0.000232309,0.734538684,0.2237903225806451,0.2086021505376344,0.2446107952946473
Q9NYJ8,0.000315911,0.569431763,8.28e-07,0.035024533,0.002959814,5.1e-05,0.000764371,0.847816541,0.0227920227920227,0.0799844690351388,0.252810463331628
Q9BUV8,0.000994536,0.432798951,7.51e-07,0.011640046,0.002700031,1.86e-05,0.000404667,0.72269822,0.3112044817927171,0.0377358490566037,0.1991273784995758
Q12798,0.000526519,0.300760581,3.74e-05,0.062584821,0.003132695,9.36e-05,0.000337223,0.751076163,0.0252525252525252,0.0323232323232323,0.1794274861772679
Q13188,0.000783928,0.460985302,3.49e-05,0.037843199,0.003016743,5.93e-05,0.000914248,0.890714939,0.0425146992311171,0.0460642189405229,0.194959039817108
Q14008,0.00084243,0.500371652,1e-05,0.073180917,0.003114161,8.23e-05,0.000794347,0.907294722,0.0195663670015864,0.0589398023360287,0.1757782549859943
Q5T2W1,0.000339312,0.280127018,3.32e-06,0.038521766,0.00304137,0.000125928,0.000187346,0.681787043,0.0123152709359605,0.0133333333333333,0.1068493452912819
O00559,0.003088912,0.590087983,2.13e-05,0.016337822,0.002819096,3.58e-05,0.000232309,0.738597794,0.085436110150939,0.0365591397849462,0.110203162120095
Q96QD9,0.001041338,0.309697913,7.43e-06,0.021766364,0.002835742,1.93e-05,0.000434643,0.830717082,0.1115934627170582,0.0768300060496067,0.2151817007932115
Q96EN8,0.000351013,0.543308276,2.08e-06,0.030483349,0.002939018,3.8e-05,0.00019484,0.729976818,0.0022988505747126,0.0092307692307692,0.1358937005098804
A5YKK6,0.000795629,0.590103838,8.54e-06,0.082263284,0.003143873,0.00015202,0.000854297,0.855230166,0.0225294418842805,0.0725042695233659,0.1968262025622431
P02671,0.000456316,0.272249149,4.86e-07,0.052667293,0.003044995,0.000134399,0.000187346,0.782766272,0.0350877192982456,0.1433333333333333,0.1408277880032092
Q07866,0.000315911,0.282594297,2.77e-06,0.053398058,0.003091067,4.49e-05,0.000412161,0.892471579,0.0655270655270655,0.1265993265993266,0.1670559518548913
Q9H6X2,0.000924333,0.314057505,9.87e-06,0.033719595,0.002993775,7.34e-05,0.000367198,0.743441693,0.0642648490749756,0.0127551020408163,0.1628050975592195
O00124,0.000596722,0.269912122,9.14e-07,0.025994363,0.002915023,2.14e-05,0.000134889,0.753159919,0.188235294117647,0.0849673202614379,0.1366997163705122
P39023,0.004481262,0.552299252,4.55e-05,0.100741205,0.003130863,0.000508541,0.00119152,0.899909324,0.1761154855643044,0.1147201655919114,0.2249446006817138
O94919,0.000620122,0.270041059,1.55e-05,0.019730661,0.002842516,9.16e-06,0.00019484,0.703006459,0.0645863570391872,0.0523076923076923,0.110984800639973
Q99547,0.000526519,0.299398329,2.34e-06,0.017277378,0.00285726,3.36e-05,0.000277272,0.749285746,0.0804878048780487,0.1201201201201201,0.1620617046598919
P54756,0.000959435,0.597069158,1.84e-06,0.074381459,0.003191154,8.49e-05,0.000921742,0.855805228,0.023486901535682,0.039317606290817,0.1982663118470333
Q14674,0.000362713,0.309724244,1.22e-06,0.068952918,0.003089017,8.63e-05,0.000179852,0.741838032,0.0344086021505376,0.036231884057971,0.2171036634322024
Q15102,0.000362713,0.602965051,4.16e-06,0.024428437,0.002862492,1.26e-05,0.000337223,0.758116441,0.0172043010752688,0.0363636363636363,0.128928055052252
P04201,0.000947734,0.306742796,1.24e-05,0.012579601,0.002790184,1.01e-06,0.000509581,0.744223461,0.0095679012345679,0.0026338893766461,0.1272475795297372
Q86UP2,0.001205144,0.596414146,7.03e-06,0.031214114,0.002958919,7.77e-05,0.000554544,0.898768103,0.1901770416904626,0.0670122176971492,0.0974493425880797
P35520,0.000315911,0.541952009,3.3e-06,0.08549953,0.003178285,0.000264002,0.000502087,0.845449311,0.0484330484330484,0.0474898236092265,0.1486541016168383
Q5VYS8,0.000678624,0.29438251,3.55e-07,0.030013571,0.002988418,3.33e-05,0.000202334,0.753944777,0.3139745916515426,0.0085470085470085,0.2008725950613543
P13612,0.000374414,0.276441013,1.49e-06,0.05188433,0.003007306,5.1e-05,0.000239803,0.79293914,0.0423387096774193,0.0504032258064516,0.2889218493235344
P02724,0.001743363,0.302612487,8.88e-06,0.019521871,0.002763975,9.58e-06,0.000337223,0.689657572,0.0041719571920914,0.0232323232323232,0.3871342346346288
