Interactor_A,Interactor_B,Detection_Method,Interactor_A_Taxid,Interactor_B_Taxid,Interaction_Type,Reference,Confidence_Value,Original_ID_A,Original_ID_B,database
P49418,O43426,MI:0084,9606,9606,MI:0407,MI:0471,0.56,uniprotkb:P49418,uniprotkb:O43426,IntAct
EBI-7121639,P49418,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7121639,uniprotkb:P49418,IntAct
EBI-7121654,P49418,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7121654,uniprotkb:P49418,IntAct
EBI-7121715,P49418,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7121715,uniprotkb:P49418,IntAct
P49418,EBI-7121765,MI:0084,9606,-2,MI:0407,MI:0471,0.44,uniprotkb:P49418,intact:EBI-7121765,IntAct
EBI-7121785,P49418,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7121785,uniprotkb:P49418,IntAct
P49418,EBI-7121821,MI:0084,9606,-2,MI:0407,MI:0471,0.44,uniprotkb:P49418,intact:EBI-7121821,IntAct
EBI-7121875,P49418,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7121875,uniprotkb:P49418,IntAct
P49418,EBI-7121906,MI:0084,9606,-2,MI:0407,MI:0471,0.44,uniprotkb:P49418,intact:EBI-7121906,IntAct
P49418,EBI-7121931,MI:0084,9606,-2,MI:0407,MI:0471,0.44,uniprotkb:P49418,intact:EBI-7121931,IntAct
P49418,EBI-7121980,MI:0084,9606,-2,MI:0407,MI:0471,0.44,uniprotkb:P49418,intact:EBI-7121980,IntAct
EBI-7121996,P49418,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7121996,uniprotkb:P49418,IntAct
P49418,EBI-7122051,MI:0084,9606,-2,MI:0407,MI:0471,0.44,uniprotkb:P49418,intact:EBI-7122051,IntAct
EBI-7122090,Q99962,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122090,uniprotkb:Q99962,IntAct
EBI-7122121,Q99962,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122121,uniprotkb:Q99962,IntAct
EBI-7122141,Q99962,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122141,uniprotkb:Q99962,IntAct
EBI-7122210,Q99961,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122210,uniprotkb:Q99961,IntAct
EBI-7122234,Q99961,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122234,uniprotkb:Q99961,IntAct
EBI-7122298,Q99961,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122298,uniprotkb:Q99961,IntAct
EBI-7122348,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122348,uniprotkb:Q99963,IntAct
EBI-7122141,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122141,uniprotkb:Q99963,IntAct
EBI-7122420,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122420,uniprotkb:Q99963,IntAct
EBI-7122234,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122234,uniprotkb:Q99963,IntAct
EBI-7122482,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122482,uniprotkb:Q99963,IntAct
EBI-7122528,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122528,uniprotkb:Q99963,IntAct
EBI-7122560,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122560,uniprotkb:Q99963,IntAct
EBI-7122210,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122210,uniprotkb:Q99963,IntAct
EBI-7122631,Q99963,MI:0084,-2,9606,MI:0407,MI:0471,0.44,intact:EBI-7122631,uniprotkb:Q99963,IntAct
P49418,O43426,MI:0081,9606,9606,MI:0407,MI:0471,0.56,uniprotkb:P49418,uniprotkb:O43426,IntAct
P49418,O43426,MI:0081,9606,9606,MI:0407,MI:0471,0.56,uniprotkb:P49418,uniprotkb:O43426,IntAct
P49418,O43426,MI:0081,9606,9606,MI:0407,MI:0471,0.56,uniprotkb:P49418,uniprotkb:O43426,IntAct
O43426,Q99961,MI:0081,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:O43426,uniprotkb:Q99961,IntAct
Q99961,O43426,MI:0081,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:Q99961,uniprotkb:O43426,IntAct
Q99961,O43426,MI:0081,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:Q99961,uniprotkb:O43426,IntAct
P49418,Q05193,MI:0081,9606,9606,MI:0407,MI:0471,0.77,uniprotkb:P49418,uniprotkb:Q05193,IntAct
Q05193,Q99961,MI:0081,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:Q05193,uniprotkb:Q99961,IntAct
P49418,Q05193,MI:0081,9606,9606,MI:0407,MI:0471,0.77,uniprotkb:P49418,uniprotkb:Q05193,IntAct
P49418,Q05193,MI:0081,9606,9606,MI:0407,MI:0471,0.77,uniprotkb:P49418,uniprotkb:Q05193,IntAct
Q05193,Q99961,MI:0081,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:Q05193,uniprotkb:Q99961,IntAct
Q99961,P50570,MI:0081,9606,9606,MI:0914,MI:0471,0.35,uniprotkb:Q99961,uniprotkb:P50570,IntAct
P49418,P50570,MI:0081,9606,9606,MI:0914,MI:0471,0.71,uniprotkb:P49418,uniprotkb:P50570,IntAct
Q9UQ16,P49418,MI:0081,9606,9606,MI:0914,MI:0471,0.35,uniprotkb:Q9UQ16,uniprotkb:P49418,IntAct
Q9UQ16,Q99961,MI:0081,9606,9606,MI:0914,MI:0471,0.35,uniprotkb:Q9UQ16,uniprotkb:Q99961,IntAct
P34709,P34708-1,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34709,uniprotkb:P34708-1,IntAct
P34708-1,P34709,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34708-1,uniprotkb:P34709,IntAct
P34709,P34708-1,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34709,uniprotkb:P34708-1,IntAct
P34708-1,P34709,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34708-1,uniprotkb:P34709,IntAct
P34709,P34708-1,MI:0007,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34709,uniprotkb:P34708-1,IntAct
P34708,P34709,MI:0047,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34708,uniprotkb:P34709,IntAct
P34709,P34708,MI:0047,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34709,uniprotkb:P34708,IntAct
P34709,P34708,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34709,uniprotkb:P34708,IntAct
P34709,P34708,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34709,uniprotkb:P34708,IntAct
P34691,P34709,MI:0018,6239,6239,MI:0915,MI:0471,0.72,uniprotkb:P34691,uniprotkb:P34709,IntAct
P34708,P34709,MI:0018,6239,6239,MI:0915,MI:0471,0.51,uniprotkb:P34708,uniprotkb:P34709,IntAct
Q14192,Q13643,MI:0055,9606,9606,MI:2364,MI:0471,0.45,uniprotkb:Q14192,uniprotkb:Q13643,IntAct
Q14192,Q13643,MI:0018,9606,9606,MI:0915,MI:0471,0.45,uniprotkb:Q14192,uniprotkb:Q13643,IntAct
P42566,P42566,MI:0019,9606,9606,MI:0915,MI:0471,0.64,uniprotkb:P42566,uniprotkb:P42566,IntAct
P42566,P42566,MI:0030,9606,9606,MI:0915,MI:0471,0.64,uniprotkb:P42566,uniprotkb:P42566,IntAct
P42566,P42566,MI:0030,9606,9606,MI:0915,MI:0471,0.64,uniprotkb:P42566,uniprotkb:P42566,IntAct
Q14192,P33993,MI:0018,9606,9606,MI:0915,MI:0471,0.37,uniprotkb:Q14192,uniprotkb:P33993,IntAct
Q14192,P10275,MI:0019,9606,9606,MI:0915,MI:0471,0.51,uniprotkb:Q14192,uniprotkb:P10275,IntAct
Q14192,P10275,MI:0018,9606,9606,MI:0915,MI:0471,0.51,uniprotkb:Q14192,uniprotkb:P10275,IntAct
O92503,O92503,MI:0030,271108,271108,MI:0407,MI:0471,0.53,uniprotkb:O92503,uniprotkb:O92503,IntAct
O92503,O92503,MI:0018,271108,271108,MI:0915,MI:0471,0.53,uniprotkb:O92503,uniprotkb:O92503,IntAct
Q8IZP0,Q07889,MI:0096,9606,9606,MI:0407,MI:0471,0.54,uniprotkb:Q8IZP0,uniprotkb:Q07889,IntAct
Q07889,Q8IZP0,MI:0019,9606,9606,MI:0915,MI:0471,0.54,uniprotkb:Q07889,uniprotkb:Q8IZP0,IntAct
P00519,Q92558,MI:0096,9606,9606,MI:0407,MI:0471,0.57,uniprotkb:P00519,uniprotkb:Q92558,IntAct
P00519,Q92558,MI:0019,9606,9606,MI:0915,MI:0471,0.57,uniprotkb:P00519,uniprotkb:Q92558,IntAct
P00519,Q92558,MI:0428,9606,9606,MI:0403,MI:0471,0.57,uniprotkb:P00519,uniprotkb:Q92558,IntAct
P49418,Q05193,MI:0096,9606,9606,MI:0407,MI:0471,0.77,uniprotkb:P49418,uniprotkb:Q05193,IntAct
P49418,Q05193,MI:0411,9606,9606,MI:0407,MI:0471,0.77,uniprotkb:P49418,uniprotkb:Q05193,IntAct
Q8NFH8,Q62796,MI:0019,9606,10116,MI:0915,MI:0471,0.51,uniprotkb:Q8NFH8,uniprotkb:Q62796,IntAct
Q8NFH8,Q62796,MI:0018,9606,10116,MI:0915,MI:0471,0.51,uniprotkb:Q8NFH8,uniprotkb:Q62796,IntAct
Q8NFH8,Q9Y6I3,MI:0096,9606,9606,MI:0407,MI:0471,0.61,uniprotkb:Q8NFH8,uniprotkb:Q9Y6I3,IntAct
P68510,P28028,MI:0018,10090,10090,MI:0915,MI:0471,0.37,uniprotkb:P68510,uniprotkb:P28028,IntAct
P63102,P28028,MI:0018,10116,10090,MI:0915,MI:0471,0.37,uniprotkb:P63102,uniprotkb:P28028,IntAct
P68255,P28028,MI:0018,10116,10090,MI:0915,MI:0471,0.37,uniprotkb:P68255,uniprotkb:P28028,IntAct
P28028,P31938,MI:0018,10090,10090,MI:0915,MI:0471,0.37,uniprotkb:P28028,uniprotkb:P31938,IntAct
Q61411,P28028,MI:0018,10090,10090,MI:0915,MI:0471,0.37,uniprotkb:Q61411,uniprotkb:P28028,IntAct
Q63932,P28028,MI:0018,10090,10090,MI:0915,MI:0471,0.37,uniprotkb:Q63932,uniprotkb:P28028,IntAct
P63209,Q9Y297,MI:0019,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9Y297,IntAct
P63209,Q9UKT7,MI:0019,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9UKT7,IntAct
P63209,Q9UKT5,MI:0019,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9UKT5,IntAct
P63209,Q9UKT8,MI:0019,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9UKT8,IntAct
P63209,Q9Y3I1,MI:0096,10141,9606,MI:0407,MI:0471,0.53,uniprotkb:P63209,uniprotkb:Q9Y3I1,IntAct
P63209,Q9UKT8,MI:0011,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9UKT8,IntAct
P63209,Q9Y297,MI:0011,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9Y297,IntAct
P63209,Q9UKT5,MI:0011,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9UKT5,IntAct
P63209,Q9Y3I1,MI:0011,10141,9606,MI:0915,MI:0471,0.53,uniprotkb:P63209,uniprotkb:Q9Y3I1,IntAct
P63209,Q9UKT7,MI:0011,10141,9606,MI:0915,MI:0471,0.51,uniprotkb:P63209,uniprotkb:Q9UKT7,IntAct
Q9EPM5,Q9Y4J8,MI:0428,10090,9606,MI:0403,MI:0471,0.54,uniprotkb:Q9EPM5,uniprotkb:Q9Y4J8,IntAct
Q9EPM5,Q9Y4J8,MI:0018,10090,9606,MI:0915,MI:0471,0.54,uniprotkb:Q9EPM5,uniprotkb:Q9Y4J8,IntAct
Q9EPM5,Q9Y4J8,MI:0019,10090,9606,MI:0915,MI:0471,0.54,uniprotkb:Q9EPM5,uniprotkb:Q9Y4J8,IntAct
P46939,Q9Y4J8,MI:0049,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:P46939,uniprotkb:Q9Y4J8,IntAct
Q13474,Q9Y4J8,MI:0049,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:Q13474,uniprotkb:Q9Y4J8,IntAct
Q9Y4J8,P11532,MI:0049,9606,9606,MI:0407,MI:0471,0.59,uniprotkb:Q9Y4J8,uniprotkb:P11532,IntAct
Q9Y4J8,P46939,MI:0049,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:Q9Y4J8,uniprotkb:P46939,IntAct
Q14118-PRO_0000021066,P46939,MI:0096,9606,9606,MI:0407,MI:0471,0.61,uniprotkb:Q14118-PRO_0000021066,uniprotkb:P46939,IntAct
P46939,Q14118-PRO_0000021066,MI:0084,9606,9606,MI:0407,MI:0471,0.61,uniprotkb:P46939,uniprotkb:Q14118-PRO_0000021066,IntAct
P46939,Q14118-PRO_0000021066,MI:0096,9606,9606,MI:0915,MI:0471,0.61,uniprotkb:P46939,uniprotkb:Q14118-PRO_0000021066,IntAct
P62150,P46939,MI:0096,8090,9606,MI:0914,MI:0471,0.35,uniprotkb:P62150,uniprotkb:P46939,IntAct
P10398,P27986,MI:0096,9606,9606,MI:0407,MI:0471,0.61,uniprotkb:P10398,uniprotkb:P27986,IntAct
P10398,P27986,MI:0084,9606,9606,MI:0407,MI:0471,0.61,uniprotkb:P10398,uniprotkb:P27986,IntAct
P10398,P27986,MI:0019,9606,9606,MI:0915,MI:0471,0.61,uniprotkb:P10398,uniprotkb:P27986,IntAct
Q03692,P07237,MI:0030,9606,9606,MI:0915,MI:0471,0.4,uniprotkb:Q03692,uniprotkb:P07237,IntAct
P30101,P27797,MI:0030,9606,9606,MI:0915,MI:0471,0.59,uniprotkb:P30101,uniprotkb:P27797,IntAct
P04326,O60563,MI:0055,11679,9606,MI:2364,MI:0471,0.54,uniprotkb:P04326,uniprotkb:O60563,IntAct
P07237,Q96HE7,MI:0019,9606,9606,MI:0915,MI:0471,0.66,uniprotkb:P07237,uniprotkb:Q96HE7,IntAct
P23561,P32917,MI:0019,559292,559292,MI:0915,MI:0471,0.81,uniprotkb:P23561,uniprotkb:P32917,IntAct
P18851,P08539,MI:0018,559292,559292,MI:0915,MI:0471,0.9,uniprotkb:P18851,uniprotkb:P08539,IntAct
O60563,P50750,MI:0019,9606,9606,MI:0915,MI:0471,0.98,uniprotkb:O60563,uniprotkb:P50750,IntAct
P53999,P04326,MI:0018,9606,11679,MI:0915,MI:0471,0.59,uniprotkb:P53999,uniprotkb:P04326,IntAct
P53999,P04326,MI:0096,9606,11679,MI:0407,MI:0471,0.59,uniprotkb:P53999,uniprotkb:P04326,IntAct
P53999,P04326,MI:0019,9606,11679,MI:0915,MI:0471,0.59,uniprotkb:P53999,uniprotkb:P04326,IntAct
P53999,P68400,MI:0096,9606,9606,MI:0217,MI:0471,0.62,uniprotkb:P53999,uniprotkb:P68400,IntAct
P13574,P14681,MI:0019,559292,559292,MI:0915,MI:0471,0.87,uniprotkb:P13574,uniprotkb:P14681,IntAct
Q60631,Q61824,MI:0096,10090,10090,MI:0407,MI:0471,0.57,uniprotkb:Q60631,uniprotkb:Q61824,IntAct
Q61824,Q60631,MI:0019,10090,10090,MI:0915,MI:0471,0.57,uniprotkb:Q61824,uniprotkb:Q60631,IntAct
Q60631,Q61824,MI:0428,10090,10090,MI:0403,MI:0471,0.57,uniprotkb:Q60631,uniprotkb:Q61824,IntAct
O14924,Q02294,MI:0019,9606,10116,MI:0915,MI:0471,0.4,uniprotkb:O14924,uniprotkb:Q02294,IntAct
P42841,Q06224,MI:0019,559292,559292,MI:0915,MI:0471,0.74,uniprotkb:P42841,uniprotkb:Q06224,IntAct
Q06224,P42841,MI:0096,559292,559292,MI:0407,MI:0471,0.74,uniprotkb:Q06224,uniprotkb:P42841,IntAct
P52294,P38398,MI:0018,9606,9606,MI:0915,MI:0471,0.37,uniprotkb:P52294,uniprotkb:P38398,IntAct
P11433,P18851,MI:0018,559292,559292,MI:0915,MI:0471,0.69,uniprotkb:P11433,uniprotkb:P18851,IntAct
P11433,P21268,MI:0018,559292,559292,MI:0915,MI:0471,0.78,uniprotkb:P11433,uniprotkb:P21268,IntAct
P11433,P18852,MI:0018,559292,559292,MI:0915,MI:0471,0.37,uniprotkb:P11433,uniprotkb:P18852,IntAct
P18852,P18851,MI:0018,559292,559292,MI:0915,MI:0471,0.67,uniprotkb:P18852,uniprotkb:P18851,IntAct
P11433,P18851,MI:0018,559292,559292,MI:0915,MI:0471,0.69,uniprotkb:P11433,uniprotkb:P18851,IntAct
P11433,P21268,MI:0018,559292,559292,MI:0915,MI:0471,0.78,uniprotkb:P11433,uniprotkb:P21268,IntAct
P21268,P11433,MI:0018,559292,559292,MI:0915,MI:0471,0.78,uniprotkb:P21268,uniprotkb:P11433,IntAct
P18851,P21268,MI:0018,559292,559292,MI:0915,MI:0471,0.53,uniprotkb:P18851,uniprotkb:P21268,IntAct
P21268,P11433,MI:0004,559292,559292,MI:0915,MI:0471,0.78,uniprotkb:P21268,uniprotkb:P11433,IntAct
P21268,P11433,MI:0096,559292,559292,MI:0407,MI:0471,0.78,uniprotkb:P21268,uniprotkb:P11433,IntAct
P18851,P21268,MI:0096,559292,559292,MI:0407,MI:0471,0.53,uniprotkb:P18851,uniprotkb:P21268,IntAct
P11433,P21268,MI:0096,559292,559292,MI:0915,MI:0471,0.78,uniprotkb:P11433,uniprotkb:P21268,IntAct
P11433,P18851,MI:0096,559292,559292,MI:0915,MI:0471,0.69,uniprotkb:P11433,uniprotkb:P18851,IntAct
Q15365,P11940,MI:0096,9606,9606,MI:0407,MI:0471,0.53,uniprotkb:Q15365,uniprotkb:P11940,IntAct
P11940,Q15366,MI:0096,9606,9606,MI:0407,MI:0471,0.53,uniprotkb:P11940,uniprotkb:Q15366,IntAct
Q15366,P11940,MI:0018,9606,9606,MI:0915,MI:0471,0.53,uniprotkb:Q15366,uniprotkb:P11940,IntAct
Q15365,P11940,MI:0018,9606,9606,MI:0915,MI:0471,0.53,uniprotkb:Q15365,uniprotkb:P11940,IntAct
P49810,Q14192,MI:0018,9606,9606,MI:0915,MI:0471,0.59,uniprotkb:P49810,uniprotkb:Q14192,IntAct
Q14192,P49810,MI:0096,9606,9606,MI:0407,MI:0471,0.59,uniprotkb:Q14192,uniprotkb:P49810,IntAct
P49810,Q14192,MI:0019,9606,9606,MI:0915,MI:0471,0.59,uniprotkb:P49810,uniprotkb:Q14192,IntAct
P18851,P39010,MI:0018,559292,559292,MI:0915,MI:0471,0.6,uniprotkb:P18851,uniprotkb:P39010,IntAct
P18852,P39010,MI:0018,559292,559292,MI:0915,MI:0471,0.37,uniprotkb:P18852,uniprotkb:P39010,IntAct
P52297,P70012,MI:0096,8355,8355,MI:0407,MI:0471,0.44,uniprotkb:P52297,uniprotkb:P70012,IntAct
O88811,O95630,MI:0019,10090,9606,MI:0915,MI:0471,0.4,uniprotkb:O88811,uniprotkb:O95630,IntAct
O88811,Q80U87,MI:0019,10090,10090,MI:0915,MI:0471,0.54,uniprotkb:O88811,uniprotkb:Q80U87,IntAct
O88811,Q80U87,MI:0049,10090,10090,MI:0407,MI:0471,0.54,uniprotkb:O88811,uniprotkb:Q80U87,IntAct
P70297,O95630,MI:0096,10090,9606,MI:0407,MI:0471,0.44,uniprotkb:P70297,uniprotkb:O95630,IntAct
Q60631,Q80U87,MI:0096,10090,10090,MI:0407,MI:0471,0.44,uniprotkb:Q60631,uniprotkb:Q80U87,IntAct
Q15599,Q9GZV5,MI:0428,9606,9606,MI:0403,MI:0471,0.46,uniprotkb:Q15599,uniprotkb:Q9GZV5,IntAct
P62262,Q9GZV5,MI:0428,9940,9606,MI:0403,MI:0471,0.57,uniprotkb:P62262,uniprotkb:Q9GZV5,IntAct
Q9GZV5,Q01196,MI:0049,9606,9606,MI:0407,MI:0471,0.53,uniprotkb:Q9GZV5,uniprotkb:Q01196,IntAct
Q01196,Q9GZV5,MI:0011,9606,9606,MI:0915,MI:0471,0.53,uniprotkb:Q01196,uniprotkb:Q9GZV5,IntAct
Q9GZV5,Q15599,MI:0019,9606,9606,MI:0915,MI:0471,0.46,uniprotkb:Q9GZV5,uniprotkb:Q15599,IntAct
P62262,Q9GZV5,MI:0019,9940,9606,MI:0915,MI:0471,0.57,uniprotkb:P62262,uniprotkb:Q9GZV5,IntAct
P62262,Q9GZV5,MI:0096,9940,9606,MI:0407,MI:0471,0.57,uniprotkb:P62262,uniprotkb:Q9GZV5,IntAct
Q9GZV5,P63104,MI:0096,9606,9606,MI:0914,MI:0471,0.35,uniprotkb:Q9GZV5,uniprotkb:P63104,IntAct
P0CG48,Q15034,MI:0096,9606,9606,MI:0407,MI:0471,0.44,uniprotkb:P0CG48,uniprotkb:Q15034,IntAct
Q61188,Q921E6,MI:0018,10090,10090,MI:0915,MI:0471,0.86,uniprotkb:Q61188,uniprotkb:Q921E6,IntAct
Q61188,Q921E6,MI:0019,10090,10090,MI:0915,MI:0471,0.86,uniprotkb:Q61188,uniprotkb:Q921E6,IntAct
O14807,P55196,MI:0019,9606,9606,MI:0915,MI:0471,0.51,uniprotkb:O14807,uniprotkb:P55196,IntAct
O14807,P55196,MI:0018,9606,9606,MI:0915,MI:0471,0.51,uniprotkb:O14807,uniprotkb:P55196,IntAct
P40094,P53271,MI:0019,559292,559292,MI:0915,MI:0471,0.93,uniprotkb:P40094,uniprotkb:P53271,IntAct
P40094,P53271,MI:0018,559292,559292,MI:0915,MI:0471,0.93,uniprotkb:P40094,uniprotkb:P53271,IntAct
P38398,O60674,MI:0019,9606,9606,MI:0915,MI:0471,0.4,uniprotkb:P38398,uniprotkb:O60674,IntAct
P38398,P23458,MI:0019,9606,9606,MI:0915,MI:0471,0.4,uniprotkb:P38398,uniprotkb:P23458,IntAct
Q99170,Q99158,MI:0018,284591,284591,MI:0915,MI:0471,0.37,uniprotkb:Q99170,uniprotkb:Q99158,IntAct
Q12771,Q15366,MI:0018,9606,9606,MI:0915,MI:0471,0.53,uniprotkb:Q12771,uniprotkb:Q15366,IntAct
Q12771,Q15365,MI:0018,9606,9606,MI:0915,MI:0471,0.53,uniprotkb:Q12771,uniprotkb:Q15365,IntAct
Q12771,Q15365,MI:0096,9606,9606,MI:0407,MI:0471,0.53,uniprotkb:Q12771,uniprotkb:Q15365,IntAct
Q12771,Q15366,MI:0096,9606,9606,MI:0407,MI:0471,0.53,uniprotkb:Q12771,uniprotkb:Q15366,IntAct
P52294,P15918,MI:0019,9606,9606,MI:0915,MI:0471,0.51,uniprotkb:P52294,uniprotkb:P15918,IntAct
P15918,P52294,MI:0018,9606,9606,MI:0915,MI:0471,0.51,uniprotkb:P15918,uniprotkb:P52294,IntAct
P49187,P29067,MI:0019,10116,10116,MI:0915,MI:0471,0.51,uniprotkb:P49187,uniprotkb:P29067,IntAct
P29067,O35099,MI:0019,10116,10090,MI:0915,MI:0471,0.4,uniprotkb:P29067,uniprotkb:O35099,IntAct
P49187,P29067,MI:0019,10116,10116,MI:0915,MI:0471,0.51,uniprotkb:P49187,uniprotkb:P29067,IntAct
P29067,P45985,MI:0019,10116,9606,MI:0915,MI:0471,0.4,uniprotkb:P29067,uniprotkb:P45985,IntAct
P49187,P29067,MI:0018,10116,10116,MI:0915,MI:0471,0.51,uniprotkb:P49187,uniprotkb:P29067,IntAct
P62262,Q61083,MI:0096,9940,10090,MI:0407,MI:0471,0.44,uniprotkb:P62262,uniprotkb:Q61083,IntAct
P62262,Q61084,MI:0096,9940,10090,MI:0407,MI:0471,0.53,uniprotkb:P62262,uniprotkb:Q61084,IntAct
P62262,P53349,MI:0096,9940,10090,MI:0407,MI:0471,0.44,uniprotkb:P62262,uniprotkb:P53349,IntAct
Q61084,P63102,MI:0018,10090,10116,MI:0915,MI:0471,0.37,uniprotkb:Q61084,uniprotkb:P63102,IntAct
P62262,Q61084,MI:0018,9940,10090,MI:0915,MI:0471,0.53,uniprotkb:P62262,uniprotkb:Q61084,IntAct
P62262,Q99759,MI:0018,9940,9606,MI:0915,MI:0471,0.54,uniprotkb:P62262,uniprotkb:Q99759,IntAct
P62262,Q99759,MI:0018,9940,9606,MI:0915,MI:0471,0.54,uniprotkb:P62262,uniprotkb:Q99759,IntAct
P62258,Q9Y2U5,MI:0019,9606,9606,MI:0915,MI:0471,0.7,uniprotkb:P62258,uniprotkb:Q9Y2U5,IntAct
P62262,Q99759,MI:0019,9940,9606,MI:0915,MI:0471,0.54,uniprotkb:P62262,uniprotkb:Q99759,IntAct
P62258,Q13233,MI:0019,9606,9606,MI:0915,MI:0471,0.62,uniprotkb:P62258,uniprotkb:Q13233,IntAct
P62262,Q99759,MI:0019,9940,9606,MI:0915,MI:0471,0.54,uniprotkb:P62262,uniprotkb:Q99759,IntAct
Q13233,P62258,MI:0428,9606,9606,MI:0403,MI:0471,0.62,uniprotkb:Q13233,uniprotkb:P62258,IntAct
P62258,Q9Y2U5,MI:0428,9606,9606,MI:0403,MI:0471,0.7,uniprotkb:P62258,uniprotkb:Q9Y2U5,IntAct
P62262,Q99759,MI:0428,9940,9606,MI:0403,MI:0471,0.54,uniprotkb:P62262,uniprotkb:Q99759,IntAct
P62259,Q99759,MI:0107,10090,9606,MI:0407,MI:0471,0.44,uniprotkb:P62259,uniprotkb:Q99759,IntAct
P08069,P31946,MI:0096,9606,9606,MI:0407,MI:0471,0.83,uniprotkb:P08069,uniprotkb:P31946,IntAct
P63103,P08069,MI:0096,9913,9606,MI:0407,MI:0471,0.59,uniprotkb:P63103,uniprotkb:P08069,IntAct
P08069,P63103,MI:0018,9606,9913,MI:0915,MI:0471,0.59,uniprotkb:P08069,uniprotkb:P63103,IntAct
P08069,P31946,MI:0018,9606,9606,MI:0915,MI:0471,0.83,uniprotkb:P08069,uniprotkb:P31946,IntAct
P31946,P08069,MI:0019,9606,9606,MI:0915,MI:0471,0.83,uniprotkb:P31946,uniprotkb:P08069,IntAct
P08069,P63103,MI:0019,9606,9913,MI:0915,MI:0471,0.59,uniprotkb:P08069,uniprotkb:P63103,IntAct
P08069,P31946,MI:0019,9606,9606,MI:0914,MI:0471,0.83,uniprotkb:P08069,uniprotkb:P31946,IntAct
P08069,P63104,MI:0019,9606,9606,MI:0914,MI:0471,0.35,uniprotkb:P08069,uniprotkb:P63104,IntAct
Q91572,Q9PTG8,MI:0019,8355,8355,MI:0915,MI:0471,0.57,uniprotkb:Q91572,uniprotkb:Q9PTG8,IntAct
Q91572,P48597,MI:0096,8355,8355,MI:0914,MI:0471,0.35,uniprotkb:Q91572,uniprotkb:P48597,IntAct
Q91572,Q9PTG8,MI:0096,8355,8355,MI:0914,MI:0471,0.57,uniprotkb:Q91572,uniprotkb:Q9PTG8,IntAct
"""CHEBI",Q91572,MI:0096,-2,8355,MI:0914,MI:0471,0.35,"chebi:""CHEBI:50210""",uniprotkb:Q91572,IntAct
"""CHEBI",P48597,MI:0096,-2,8355,MI:0914,MI:0471,0.35,"chebi:""CHEBI:50210""",uniprotkb:P48597,IntAct
